Gene_ID	Level	logFC	protein_ID	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type	transcript_ID
gene_5075	7.35153154198339	3.27919715375523	1983654	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	1983908
gene_5638	32.990744635481	2.29212465166469	1984219	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	1984473
gene_5638	32.990744635481	2.29212465166469	1984219	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1984473
gene_5638	32.990744635481	2.29212465166469	1984219	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	1984473
gene_5640	61.8663924585712	2.00654987345456	1984221	4.2.1.1	Carbonate dehydratase.	H(2)CO(3) = CO(2) + H(2)O.	Zinc.	Osteopetrosis-renal tubular acidosis syndrome; MIM:259730.	Nitrogen metabolism	Energy Metabolism	METABOLIC	1984475
gene_5878	6.19340486806037	3.74274028211691	1984460	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	1984714
gene_5878	6.19340486806037	3.74274028211691	1984460	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1984714
gene_5878	6.19340486806037	3.74274028211691	1984460	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	1984714
gene_5895	9.55919724303942	2.53591577783246	1984478	1.2.1.24	Succinate-semialdehyde dehydrogenase.	Succinate semialdehyde + NAD(+) + H(2)O = succinate + NADH.	\N	4-hydroxybutyricaciduria; MIM:271980.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC	1984732
gene_5895	9.55919724303942	2.53591577783246	1984478	1.2.1.24	Succinate-semialdehyde dehydrogenase.	Succinate semialdehyde + NAD(+) + H(2)O = succinate + NADH.	\N	4-hydroxybutyricaciduria; MIM:271980.	Glutamate metabolism	Amino Acid Metabolism	METABOLIC	1984732
gene_5953	33.9449469724052	2.65757765230713	1984538	2.4.2.30	NAD(+) ADP-ribosyltransferase.	NAD(+) + {ADP-D-ribosyl}(N)-acceptor = nicotinamide + {ADP-D-ribosyl}(N+1)-acceptor.	\N	\N	\N	\N	\N	1984792
gene_6279	26.6049558912507	3.07873623468608	1984860	3.1.27.3	Ribonuclease T1.	Two-stage endonucleolytic cleavage to 3'-phosphomononucleotides and 3'-phosphooligonucleotides ending in G-P with 2',3'-cyclic phosphate intermediates.	\N	\N	\N	\N	\N	1985114
gene_6412	3.19692915845076	2.29620820607146	1984998	3.5.3.11	Agmatinase.	Agmatine + H(2)O = putrescine + urea.	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC	1985252
gene_6499	23.7378455151964	2.18315309170701	1985087	6.2.1.-	Acid--thiol ligases.	\N	\N	\N	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC	1985341
gene_6499	23.7378455151964	2.18315309170701	1985087	6.2.1.-	Acid--thiol ligases.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1985341
gene_6501	23.3477239075393	2.3411014753914	1985089	1.13.11.5	Homogentisate 1,2-dioxygenase.	Homogentisate + O(2) = 4-maleylacetoacetate.	Iron.	Alkaptonuria; MIM:203500.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC	1985343
gene_6501	23.3477239075393	2.3411014753914	1985089	1.13.11.5	Homogentisate 1,2-dioxygenase.	Homogentisate + O(2) = 4-maleylacetoacetate.	Iron.	Alkaptonuria; MIM:203500.	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC	1985343
gene_6502	68.6380356029655	4.11275170536823	1985090	3.7.1.2	Fumarylacetoacetase.	4-fumarylacetoacetate + H(2)O = acetoacetate + fumarate.	\N	Tyrosinemia I; MIM:276700.	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC	1985344
gene_6502	68.6380356029655	4.11275170536823	1985090	3.7.1.2	Fumarylacetoacetase.	4-fumarylacetoacetate + H(2)O = acetoacetate + fumarate.	\N	Tyrosinemia I; MIM:276700.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC	1985344
gene_6738	11.071549123453	4.53251011085558	1985329	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1985583
gene_7251	7.89352741498243	2.32109454608801	1985835	2.4.1.12	Cellulose synthase (UDP-forming).	UDP-glucose + {(1,4)-beta-D-glucosyl}(N) = UDP + {(1,4)-beta-D- glucosyl}(N+1).	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1986089
gene_7352	11.658039483368	2.14876038277154	1985934	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC	1986188
gene_7352	11.658039483368	2.14876038277154	1985934	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC	1986188
gene_7352	11.658039483368	2.14876038277154	1985934	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1986188
gene_737	17.544513141069	3.01617387584975	1979298	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1979552
gene_737	17.544513141069	3.01617387584975	1979298	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	1979552
gene_737	17.544513141069	3.01617387584975	1979298	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	1979552
gene_7440	71.3460594077048	2.16128740574018	1986026	3.2.1.8	Endo-1,4-beta-xylanase.	Endohydrolysis of 1,4-beta-D-xylosidic linkages in xylans.	\N	\N	\N	\N	\N	1986280
gene_7903	7.20548525754903	2.78026744248692	1986488	2.7.7.-	Nucleotidyltransferases.	\N	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY	1986742
gene_7903	7.20548525754903	2.78026744248692	1986488	2.7.7.-	Nucleotidyltransferases.	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	1986742
gene_7970	3.90281954609697	2.1143086403253	1986557	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC	1986811
gene_7970	3.90281954609697	2.1143086403253	1986557	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1986811
gene_7970	3.90281954609697	2.1143086403253	1986557	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC	1986811
