Gene_ID	Level	logFC	protein_ID	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type	transcript_ID
gene_3630	4.34613879277326	-2.07166054137141	1982203	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1982457
gene_3666	3.87118567294144	-2.2743245026769	1982239	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N	1982493
gene_3811	28.3213628971881	-2.90261505192294	1982386	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1982640
gene_3879	9.85870759128169	-3.29781630377062	1982456	1.14.11.13	Gibberellin 2-beta-dioxygenase.	Gibberellin 1 + 2-oxoglutarate + O(2) = 2-beta-hydroxygibberellin 1 + succinate + CO(2).	\N	\N	\N	\N	\N	1982710
gene_4285	2.10008744910799	-2.37856014643557	1982864	6.2.1.-	Acid--thiol ligases.	\N	\N	\N	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC	1983118
gene_4285	2.10008744910799	-2.37856014643557	1982864	6.2.1.-	Acid--thiol ligases.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1983118
gene_4311	26.6016744340103	-2.04453712100096	1982890	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1983144
gene_4741	2.57639900020645	-2.62124262888114	1983323	1.1.99.28	Glucose--fructose oxidoreductase.	D-glucose + D-fructose = D-gluconolactone + D-glucitol.	\N	\N	\N	\N	\N	1983577
gene_5103	3.80375150564625	-2.36943226564875	1983682	5.3.1.1	Triosephosphate isomerase.	D-glyceraldehyde 3-phosphate = glycerone phosphate.	\N	Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC	1983936
gene_5103	3.80375150564625	-2.36943226564875	1983682	5.3.1.1	Triosephosphate isomerase.	D-glyceraldehyde 3-phosphate = glycerone phosphate.	\N	Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	1983936
gene_5103	3.80375150564625	-2.36943226564875	1983682	5.3.1.1	Triosephosphate isomerase.	D-glyceraldehyde 3-phosphate = glycerone phosphate.	\N	Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.	Carbon fixation	Energy Metabolism	METABOLIC	1983936
gene_5103	3.80375150564625	-2.36943226564875	1983682	5.3.1.1	Triosephosphate isomerase.	D-glyceraldehyde 3-phosphate = glycerone phosphate.	\N	Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC	1983936
gene_5103	3.80375150564625	-2.36943226564875	1983682	5.3.1.1	Triosephosphate isomerase.	D-glyceraldehyde 3-phosphate = glycerone phosphate.	\N	Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.	Inositol metabolism	Carbohydrate Metabolism	METABOLIC	1983936
gene_5425	33.8240925174671	-2.13090356633581	1984003	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1984257
gene_6105.1	6.375476801536	-2.15726984723883	1984689	1.1.1.85	3-isopropylmalate dehydrogenase.	3-carboxy-2-hydroxy-4-methylpentanoate + NAD(+) = 3-carboxy-4-methyl-2- oxopentanoate + NADH.	\N	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC	1984943
gene_647	118.39473253049	-2.50471691086324	1979208	3.2.1.91	Cellulose 1,4-beta-cellobiosidase.	Hydrolysis of 1,4-beta-D-glucosidic linkages in cellulose and cellotetraose, releasing cellobiose from the non-reducing ends of the chains.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1979462
gene_6507	30.4629480620582	-2.46207010587384	1985096	1.1.1.105	Retinol dehydrogenase.	Retinol + NAD(+) = retinal + NADH.	\N	\N	Retinol metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	1985350
gene_6531	35.3998167661797	-2.09852595269532	1985119	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1985373
gene_6531	35.3998167661797	-2.09852595269532	1985119	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC	1985373
gene_8389	30.689222012243	-2.41237520761962	1986971	4.1.1.1	Pyruvate decarboxylase.	A 2-oxo acid = an aldehyde + CO(2).	Thiamine pyrophosphate.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC	1987225
gene_8586	21.1397004197377	-2.34287519343935	1987174	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1987428
gene_8586	21.1397004197377	-2.34287519343935	1987174	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC	1987428
