Gene_ID	ExprLevel	LogFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	D_T1_Rep1	D_T1_Rep2	D_T1_Rep3	D_T1_Rep4	D_T2_Rep1	D_T2_Rep2	D_T2_Rep3	D_T2_Rep4
gene_1208	7.83993901214938	2.95476777680418	454	SET domain-containing protein 5	Verticillium alfalfae	Ophiostoma piceae			conserved hypothetical protein	1	F:molecular_function		Y	2	34	60	8	4	2	0	0
gene_123	33.7276634750432	2.42272114922368	424	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			chitin- domain 3	0	-		Y	111	62	103	263	40	19	0	0
gene_1232	6.30196770966026	2.36514483817693	880	GTPase-binding protein rid1	Grosmannia clavigera	Ophiostoma piceae			gtpase binding protein rid1	3	F:actin binding; P:actin cytoskeleton organization; F:Rho GTPase binding		N	26	24	20	28	12	0	0	0
gene_1238	6.8386910314234	2.32862364599172	1 070	RNA interference and gene silencing protein (Argonaute3)	Grosmannia clavigera	Ophiostoma piceae			rna interference and gene silencing protein	3	F:nucleic acid binding; P:translational initiation; F:translation initiation factor activity		N	30	22	18	40	14	0	0	0
gene_124	21.7525338748457	2.45082584511287	1 546	ABC transporter CDR4	Colletotrichum gloeosporioides	Ophiostoma piceae			abc-2 type transporter	3	F:ATPase activity; F:nucleotide binding; C:membrane	EC:3.6.1.3	N	59	75	19	249	38	6	0	0
gene_1251	7.5219169195515	2.1740267525937	246	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			hypothetical protein CMQ_2118	0	-		N	27	51	19	13	6	5	0	0
gene_1290	2.94672558842285	2.43903944145392	557	Putative uncharacterized protein	Verticillium alfalfae	Ophiostoma piceae			integral membrane protein	0	-		N	10	4	18	13	2	0	0	0
gene_1307	9.8671198824428	2.81344189460141	505	Major facilitator superfamily transporter sugar	Grosmannia clavigera	Ophiostoma piceae			sugar transporter	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	30	36	62	1	10	2	0	0
gene_1309	27.9540573104223	3.68632376223088	401	Integral membrane protein	Grosmannia clavigera	Grosmannia clavigera			integral membrane protein	0	-		N	147	4	14	422	13	6	0	0
gene_1310	3.75042385438509	3.08760671469251	298	Alpha beta hydrolase fold family	Grosmannia clavigera	Ophiostoma piceae			alpha beta	2	P:metabolic process; F:hydrolase activity	-	N	21	4	12	33	0	0	0	0
gene_1358	3.99893903958231	2.07669562325379	183	U3 small nucleolar ribonucleoprotein protein imp3	Grosmannia clavigera	Ophiostoma piceae	K14560	IMP3; U3 small nucleolar ribonucleoprotein protein IMP3	u3 small nucleolar ribonucleoprotein protein imp3	2	F:rRNA binding; C:ribonucleoprotein complex	-	N	8	8	3	62	8	0	0	0
gene_1369	8.68732591342745	2.00595256746707	472	Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C)	Grosmannia clavigera	Ophiostoma piceae			serine threonine-protein kinase	3	F:kinase activity; F:phosphoprotein phosphatase activity; P:phosphorylation	EC:3.1.3.16	N	21	64	6	53	25	0	0	0
gene_1372	13.4239928092985	2.30670564114212	159	Putative uncharacterized protein	Togninia minima	Sporothrix schenckii			hypothetical protein MAC_06380	0	-		Y	139	38	12	3	14	8	0	0
gene_1375	4.43406638608376	2.13115047124334	286	Pyridoxamine phosphate oxidase	Grosmannia clavigera	Ophiostoma piceae	K00275	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	pyridoxamine 5 -phosphate oxidase	2	F:oxidoreductase activity, acting on the CH-NH2 group of donors; P:vitamin B6 biosynthetic process	-	N	8	24	10	34	4	2	0	0
gene_1395	13.1093456390329	3.2303340272322	567	Iron transport multicopper oxidase FET3	Grosmannia clavigera	Ophiostoma piceae			iron transport multicopper oxidase fet3	3	F:oxidoreductase activity; P:oxidation-reduction process; F:copper ion binding	-	Y	65	99	22	30	15	0	0	0
gene_1396	32.7851504775306	2.35414008370651	2 173	Conidial yellow pigment biosynthesis polyketide synthase (PKS)	Grosmannia clavigera	Ophiostoma piceae	K00645	fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	polyketide synthase	4	F:transferase activity; F:phosphopantetheine binding; F:hydrolase activity, acting on ester bonds; P:biosynthetic process	-	N	95	284	55	54	78	4	0	0
gene_1398	23.0507692167908	2.80347191722319	269	Hydroxynaphthalene reductase	Pseudallescheria boydii	Ophiostoma piceae	K11610	mabA; beta-ketoacyl ACP reductase [EC:1.1.1.100]	versicolorin reductase	3	F:oxidoreductase activity; P:oxidation-reduction process; F:nucleotide binding	-	N	67	186	63	30	39	2	0	0
gene_1399	3.28540667410941	2.28649524913417	1 109	Transcription factor cmr1	Grosmannia clavigera	Ophiostoma piceae			transcription factor cmr1	6	F:zinc ion binding; F:nucleic acid binding; C:intracellular; P:regulation of transcription, DNA-dependent; P:melanin biosynthetic process; P:transcription from RNA polymerase II promoter	-	N	16	14	5	24	4	0	0	0
gene_1404	2.89004533793058	2.26035401536131	158	Putative RNA polymerase II transcriptional coactivator	Grosmannia clavigera	Ophiostoma piceae			rna polymerase 2 transcriptional	4	P:regulation of transcription, DNA-dependent; F:transcription coactivator activity; F:DNA binding; C:cellular_component		N	10	8	10	22	3	0	0	0
gene_1425	1.61286675338331	2.07920178748366	161	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7410	1	C:membrane	-	Y	2	12	10	0	0	0	0	0
gene_1433	23.4745899314427	3.45885197754711	875	Beta-glucosidase A (Cellobiase A/Gentiobiase A)	Grosmannia clavigera	Ophiostoma piceae	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	beta-glucosidase 1 precursor	2	P:carbohydrate metabolic process; F:beta-glucosidase activity	EC:3.2.1.21	Y	81	56	93	162	22	2	0	0
gene_1460	7.73915783686749	3.02198042934484	407	Lactose permease	Neurospora tetrasperma	Ophiostoma piceae			lactose variant	3	P:transmembrane transport; C:integral to membrane; F:substrate-specific transmembrane transporter activity	-	N	0	20	63	23	8	0	0	0
gene_1475	9.73233421241787	2.13674487414299	489	glycoside hydrolase family 28 protein 	Thielavia terrestris	Ophiostoma piceae			endo-rhamnogalacturonase f	4	P:carbohydrate metabolic process; C:extracellular region; F:polygalacturonase activity; P:cellular cell wall organization	EC:3.2.1.15	Y	136	2	0	0	26	0	0	0
gene_1476	11.182484689197	2.13949302533905	562	Uncharacterized transporter YIL166C	Thielavia terrestris	Ophiostoma piceae			mfs transporter	2	P:transmembrane transport; C:integral to membrane	-	N	154	4	0	0	11	8	0	0
gene_149	4.47089228004758	2.23605532223546	615	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1512	1	C:cellular_component		N	18	16	10	32	8	0	0	0
gene_1505	81.0249627859919	3.08766415497713	545	Aminopeptidase Y	Grosmannia clavigera	Ophiostoma piceae	K01264	E3.4.11.15, APE3; aminopeptidase Y [EC:3.4.11.15]	aminopeptidase y precursor	2	F:peptidase activity; P:protein metabolic process	-	Y	905	222	64	35	93	20	0	0
gene_1514	40.3220933737415	4.78965056765537	848	Peptidase s41 family protein	Grosmannia clavigera	Ophiostoma piceae			pyridine nucleotide-disulfide oxidoreductase family protein	2	P:proteolysis; F:serine-type peptidase activity		Y	446	109	42	85	14	1	0	0
gene_1530	13.7637165815278	3.24276606555528	504	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			beta-ig-h3 fasciclin	0	-		N	52	62	33	94	11	2	0	0
gene_1552	26.6456394949692	2.27722514821747	733	Beta-glucosidase L (Cellobiase L/Gentiobiase L)	Pestalotiopsis fici	Ophiostoma piceae	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	glycoside hydrolase family 3 protein	2	P:carbohydrate metabolic process; F:beta-glucosidase activity	EC:3.2.1.21	Y	0	65	154	154	8	0	0	6
gene_1554	3.54120932121541	2.38670153133181	1 111	NAD-dependent histone deacetylase HST3 (Homologous to SIR2 protein 3)	Grosmannia clavigera	Ophiostoma piceae	K11121	SIR2; NAD-dependent histone deacetylase SIR2 [EC:3.5.1.-]	yor025wp-like protein	1	F:hydrolase activity	-	N	8	26	16	2	4	0	0	0
gene_1575	6.22248302000922	2.67353133913121	114	Putative uncharacterized protein	 	Sporothrix schenckii			---NA---	0	-		Y	0	12	54	14	1	3	0	0
gene_1607	29.6543332285801	2.29357484861358	1 833	rRNA biogenesis protein rrp5	Grosmannia clavigera	Ophiostoma piceae	K14792	RRP5, PDCD11; rRNA biogenesis protein RRP5	rrna biogenesis protein	3	F:RNA binding; P:RNA processing; C:intracellular		N	19	41	48	458	28	22	0	0
gene_1627	10.0951931053411	2.30875965942635	505	Putative hydroxymethylpyrimidine/phosphomethylpyrimidine kinase 2	Fusarium oxysporum	Ophiostoma piceae	K00877	THI20; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	phosphomethylpyrimidine kinase	2	F:kinase activity; P:cellular metabolic process	-	N	50	10	28	74	14	4	0	0
gene_1630	6.75653520674751	2.09265827327459	183	54S ribosomal protein L23, mitochondrial (YmL23)	Chaetomium globosum	Ophiostoma piceae	K02871	RP-L13, rplM; large subunit ribosomal protein L13	mitochondrial 54s ribosomal protein 23	3	C:mitochondrial large ribosomal subunit; F:structural constituent of ribosome; P:translation	-	N	13	12	28	52	17	0	0	0
gene_1641	8.97831649106543	3.4369929412677	1 030	Kinesin-like protein klpA	Togninia minima	Ophiostoma piceae	K10405	KIFC1; kinesin family member C1	kar3 protein	4	P:microtubule-based movement; F:ATP binding; F:microtubule motor activity; C:microtubule	-	N	42	20	47	28	6	0	0	0
gene_1677	16.455880427653	2.73964913568684	1 538	Putative uncharacterized protein	Verticillium alfalfae	Ophiostoma piceae			conserved hypothetical protein	2	F:molecular_function; C:cellular_component		N	46	73	21	162	20	0	0	1
gene_1691	5.71316446898982	3.03722023901039	490	Uncharacterized FAD-linked oxidoreductase ygaK	Sordaria macrospora	Sporothrix schenckii			glucooligosaccharide oxidase	1	F:oxidoreductase activity, acting on CH-OH group of donors	-	Y	2	24	40	18	4	0	0	0
gene_1695	47.2811994039693	2.3905310915459	399	Taurine catabolism dioxygenase family protein	Grosmannia clavigera	Ophiostoma piceae			taurine catabolism dioxygenase family protein	1	F:oxidoreductase activity	-	N	369	181	37	132	92	14	0	0
gene_171	6.40022387388319	2.09278412181934	435	Endochitinase	Togninia minima	Ophiostoma piceae	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]	chitinase 1 precursor	4	P:carbohydrate metabolic process; F:chitinase activity; F:cation binding; P:chitin catabolic process	EC:3.2.1.14	Y	7	16	24	57	6	4	0	0
gene_1712	1.78290770234632	2.19087253277375	510	Quinate permease (Quinate transporter)	Gaeumannomyces graminis	Ophiostoma piceae			general substrate transporter	3	P:transmembrane transport; C:integral to membrane; F:substrate-specific transmembrane transporter activity	-	N	10	8	8	2	0	0	0	0
gene_1715	8.38239715877979	2.56865262495117	217	Cellobiose dehydrogenase (CDH)	Togninia minima	Ophiostoma piceae			cbd9-like protein	6	F:carbohydrate binding; F:catalytic activity; P:carbohydrate catabolic process; F:molecular_function; P:biological_process; C:cellular_component		Y	4	26	42	61	10	2	0	0
gene_1734	50.9095261042232	2.45250299581956	471	Subtilisin-like protease	Colletotrichum gloeosporioides	Ophiostoma piceae			serine protease	2	P:metabolic process; F:serine-type peptidase activity	-	Y	299	169	128	145	43	36	0	0
gene_1751	32.2823022313843	2.35288516405921	573	Quinate permease (Quinate transporter)	Trichoderma reesei	Ophiostoma piceae			sugar transporter	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	16	253	134	36	57	12	0	0
gene_1768	6.97802410921648	2.00904242283097	431	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2106	0	-		N	14	13	37	32	19	0	0	0
gene_1794	2.82228096401979	2.08521449609369	583	Serine/threonine kinase 16	Pestalotiopsis fici	Ophiostoma piceae			mfs transporter	4	F:kinase activity; P:phosphorylation; C:integral to membrane; P:transmembrane transport		N	4	0	7	46	4	0	0	0
gene_1890	72.0978091173098	2.34187029014249	477	Beta-glucosidase 1B (Cellobiase 1B)	Scedosporium apiospermum	Ophiostoma piceae	K01188	E3.2.1.21; beta-glucosidase [EC:3.2.1.21]	beta-glucosidase a	3	P:carbohydrate metabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:cation binding	EC:3.2.1.0	N	47	328	448	57	57	50	0	2
gene_1904	3.89607676843976	2.03949678443876	462	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6424	1	C:nucleus		N	16	8	17	16	8	0	0	0
gene_1923	2.07320368000139	2.00045335964597	316	Meiotically up-regulated gene 151 protein	Grosmannia clavigera	Ophiostoma piceae			hcngp-like protein	3	F:molecular_function; P:biological_process; C:cellular_component		N	5	6	14	4	2	0	0	0
gene_194	12.7028440813617	2.42203323032242	207	Isochorismatase family protein 1B	Grosmannia clavigera	Ophiostoma piceae			isochorismatase domain-containing protein	2	F:catalytic activity; P:metabolic process	-	N	26	66	52	40	24	2	0	0
gene_1960	15.0920829627121	2.02168014882248	856	Sterol uptake control protein 2 (Mannoprotein regulation by oxygen protein 4)	Nectria haematococca	Ophiostoma piceae			hypothetical protein NECHADRAFT_93054	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	33	94	28	78	37	4	0	0
gene_2005	9.11066629143165	2.0351046089279	648	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_944	3	F:molecular_function; P:biological_process; C:cellular_component		N	29	20	52	11	21	2	0	0
gene_2059	16.7136049495125	2.03948666260742	230	Glycoside hydrolase family 45 protein	Thielavia terrestris	Ophiostoma piceae			glycoside hydrolase family 45 protein	2	P:carbohydrate metabolic process; F:cellulase activity	EC:3.2.1.4	Y	0	39	107	68	15	15	0	0
gene_2078	2.61247637578414	2.13023071594341	122	DNA-directed RNA polymerase I subunit RPA12	Grosmannia clavigera	Ophiostoma piceae	K03000	RPA12, ZNRD1; DNA-directed RNA polymerase I subunit RPA12	transcription factor s-ii	5	F:DNA-directed RNA polymerase activity; P:transcription, DNA-dependent; F:nucleic acid binding; C:nucleus; F:zinc ion binding	EC:2.7.7.6	N	9	2	4	38	3	0	0	0
gene_2101	15.7518503088502	2.33642758927675	674	Sas10 UTP3 family protein	Grosmannia clavigera	Ophiostoma piceae	K14767	UTP3, SAS10; U3 small nucleolar RNA-associated protein 3	sas10 utp3 family protein	0	-		N	25	28	16	238	20	8	0	0
gene_2119	7.09929861130522	3.33779223569601	659	Transcriptional regulatory protein moc3 (Multicopy suppressor of overexpressed cyr1 protein 3)	Gaeumannomyces graminis	Ophiostoma piceae			c6 zinc finger domain containing protein	12	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus; F:flavin adenine dinucleotide binding; P:oxidation-reduction process; F:oxidoreductase activity; F:catalytic activity; F:oxidoreductase activity, acting on CH-OH group of donors; F:UDP-N-acetylmuramate dehydrogenase activity		N	6	7	0	160	4	0	0	0
gene_2120	15.45964786432	2.14867627363537	566	Actin interacting protein 2	Grosmannia clavigera	Ophiostoma piceae			d-lactate dehydrogenase 2	7	F:flavin adenine dinucleotide binding; P:filamentous growth; F:actin binding; F:UDP-N-acetylmuramate dehydrogenase activity; C:mitochondrion; P:oxidation-reduction process; F:D-lactate dehydrogenase (cytochrome) activity	EC:1.1.1.158; EC:1.1.2.4	N	54	38	22	151	27	7	0	0
gene_2143	6.74580507461581	3.26688372041727	924	Glycoside hydrolase family 92 protein	Botrytis cinerea	Ophiostoma piceae			glycosyl hydrolase	1	F:catalytic activity	-	Y	6	75	4	46	4	0	0	0
gene_2149	10.68418172429	2.14052256375867	897	Laminin subunit alpha-2 (Laminin M chain)	Togninia minima	Ophiostoma piceae			involucrin repeat protein	0	-		N	14	45	35	73	29	0	0	0
gene_2155	18.4301141664567	2.70657437210207	143	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_610	0	-		N	2	0	7	408	2	14	0	0
gene_2214	28.4960552292841	2.11179116919558	438	Homocysteine synthase	Grosmannia clavigera	Sporothrix schenckii	K01740	E2.5.1.49, metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	o-acetylhomoserine -lyase	5	C:cytoplasm; P:'de novo' L-methionine biosynthetic process; F:pyridoxal phosphate binding; F:lyase activity; F:O-acetylhomoserine aminocarboxypropyltransferase activity	EC:2.5.1.49	N	174	85	81	42	39	20	0	0
gene_223	4.22949080674237	2.37852704511651	88	Mitochondrial import inner membrane translocase subunit TIM8	Grosmannia clavigera	Ophiostoma piceae			mitochondrial import inner membrane translocase subunit tim8	2	C:mitochondrion; P:protein transport	-	N	4	11	8	62	6	0	0	0
gene_2247	4.08871621911194	2.33146274316812	594	Na(+)/H(+) antiporter 1	Grosmannia clavigera	Ophiostoma piceae			cation h+ exchanger	4	C:integral to membrane; P:cation transport; P:transmembrane transport; F:solute:hydrogen antiporter activity	-	N	8	20	0	57	6	0	0	0
gene_2254	13.9986710881877	2.19698092716164	567	Cyclin-dependent protein kinase regulator pho80	Grosmannia clavigera	Ophiostoma piceae	K06654	PHO80; phosphate system cyclin PHO80	nuc-1 negative regulatory protein preg	2	F:protein kinase binding; P:regulation of cyclin-dependent protein kinase activity	-	N	50	64	19	98	21	7	0	0
gene_2280	10.6881213194347	2.19733348060506	413	Ureohydrolase	Grosmannia clavigera	Ophiostoma piceae	K01480	E3.5.3.11, speB; agmatinase [EC:3.5.3.11]	arginase agmatinase formimionoglutamate hydrolase	2	F:metal ion binding; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	EC:3.5.3.0	Y	10	22	23	140	18	4	0	0
gene_2291	2.59033919177848	2.11932939750575	292	Sporulation protein	Grosmannia clavigera	Ophiostoma piceae	K15565	CTK3; CTD kinase subunit gamma	ctd kinase subunit gamma	2	F:kinase activity; P:phosphorylation		N	4	22	4	17	3	0	0	0
gene_2300	7.43655909098255	2.32282796040471	1 413	Leukocyte receptor cluster member 9	Gaeumannomyces graminis	Ophiostoma piceae			endonuclease exonuclease phosphatase	1	F:catalytic activity	-	N	12	4	10	124	6	4	0	0
gene_2327	16.51065376755	2.1039669377261	1 180	Ribosome biogenesis protein bms1	Grosmannia clavigera	Ophiostoma piceae	K14569	BMS1; ribosome biogenesis protein BMS1	gtp binding protein bms1	9	C:mitochondrion; P:rRNA processing; F:U3 snoRNA binding; C:90S preribosome; P:GTP catabolic process; F:GTPase activity; F:GTP binding; C:nucleus; P:ribosome assembly	-	N	32	20	7	264	22	11	0	0
gene_2341	9.64219584559348	3.25362882434351	360	Mitochondrial chaperone	Grosmannia clavigera	Ophiostoma piceae	K14847	RPF2; ribosome production factor 2	brix domain-containing protein	2	F:nucleoside-triphosphatase activity; F:ATP binding	EC:3.6.1.15	N	19	16	10	164	4	2	0	0
gene_2349	6.62890316099696	2.35945584951607	518	Phosphatidylinositol phospholipase c	Grosmannia clavigera	Ophiostoma piceae	K01771	E4.6.1.13, plc; 1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]	1-phosphatidylinositol phosphodiesterase	5	P:lipid metabolic process; P:intracellular signal transduction; F:phosphoric diester hydrolase activity; F:phospholipase C activity; C:intracellular		N	6	31	7	85	13	0	0	0
gene_236	2.24374754249935	2.0972049395551	335	Ribonuclease MRP protein subunit rmp1 (RNA-processing protein rmp1)	Sclerotinia borealis	Ophiostoma piceae			ribonuclease mrp protein subunit rmp1	0	-		N	12	2	0	34	2	0	0	0
gene_2374	6.84449755342644	2.57931096521821	687	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_5842	3	F:molecular_function; P:biological_process; C:cellular_component		N	21	38	34	1	6	2	0	0
gene_2383	7.0942624970624	2.39790230937203	976	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein GLRG_01623	2	F:molecular_function; C:cellular_component		N	44	14	10	54	4	4	0	0
gene_2436	27.3833749928519	2.0097776723688	344	Putative uncharacterized protein	Sclerotinia sclerotiorum	Ophiostoma piceae			fungal cellulose binding domain-containing partial	3	P:lipid metabolic process; F:hydrolase activity, acting on ester bonds; F:hydrolase activity		N	0	49	188	97	31	24	0	0
gene_244	1439.45009650479	2.54606736525157	591	Phosphoenolpyruvate carboxykinase	Grosmannia clavigera	Ophiostoma piceae	K01610	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	phosphoenolpyruvate carboxykinase	5	P:gluconeogenesis; F:kinase activity; P:phosphorylation; F:phosphoenolpyruvate carboxykinase (ATP) activity; F:ATP binding	EC:4.1.1.49	N	283	498	812	29141	445	1128	17	16
gene_2442	14.8067737277636	2.10447387120874	409	PHO85 cyclin-1 (Cyclin HCS26)	Grosmannia clavigera	Ophiostoma piceae	K06656	PCL1; G1/S-specific cyclin PLC1	cyclin domain-containing protein	2	F:protein kinase binding; P:regulation of cyclin-dependent protein kinase activity	-	N	45	77	18	103	36	3	0	0
gene_2446	20.837617466977	3.14929313430706	5 110	Hydroxamate-type ferrichrome siderophore peptide synthetase	Gaeumannomyces graminis	Ophiostoma piceae			non-ribosomal peptide synthetase	3	P:metabolic process; F:catalytic activity; F:phosphopantetheine binding		N	97	83	22	182	25	2	0	0
gene_2454	3.99908710206238	2.55033857539682	340	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			g-protein coupled receptor protein	0	-		N	16	34	2	21	4	0	0	0
gene_2594	2.86019296180865	2.10278887886073	585	Quinidine resistance protein 1	Fusarium fujikuroi	Ophiostoma piceae			mfs	2	C:integral to membrane; P:transmembrane transport		N	4	0	2	58	4	0	0	0
gene_2598	8.46111808195496	2.13014861855317	1 170	Paxillin	Magnaporthe oryzae	Ophiostoma piceae	K05760	PXN; paxillin	lim domain containing protein	4	F:metal ion binding; F:zinc ion binding; P:biological_process; C:cellular_component		N	34	34	19	45	22	0	0	0
gene_2615	4.06915609756815	2.57381985809829	652	GTP-binding protein	Grosmannia clavigera	Ophiostoma piceae	K03978	engB; GTP-binding protein	gtp-binding protein	2	F:GTP binding; P:biological_process		N	8	6	16	44	4	0	0	0
gene_2638	3.54810528398095	2.2015395030043	423	UDP-N-acetylglucosamine transporter yea4	Grosmannia clavigera	Ophiostoma piceae	K15278	SLC35B4, YEA4; solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4	udp-n-acetylglucosamine transporter yea4	6	F:nucleotide-sugar transmembrane transporter activity; C:integral to membrane; P:nucleotide-sugar transport; P:mycelium development; P:transmembrane transport; P:carbohydrate transport	-	N	10	16	16	11	3	1	0	0
gene_2681	112.937582871908	2.11347397592503	883	Beta-galactosidase (Beta-gal)	Togninia minima	Ophiostoma piceae	K01195	E3.2.1.31, GUSB, uidA; beta-glucuronidase [EC:3.2.1.31]	glycoside hydrolase family 2 protein	2	F:hydrolase activity; P:metabolic process	-	Y	62	504	680	96	60	30	10	6
gene_2742	2.69400195212511	2.32525090027633	330	Glucan endo-1,3-beta-glucosidase A1-like protein	Metarhizium anisopliae	Ophiostoma piceae			glucan endo- -beta-glucosidase a1-like protein	1	P:mycelium development	-	Y	0	6	14	28	2	0	0	0
gene_2768	132.74596361332	2.19219463778115	110	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		Y	986	394	59	625	205	57	0	6
gene_2788	5.40157123369698	2.13535195525369	531	O-methylsterigmatocystin oxidoreductase (CYP621D3)	Grosmannia clavigera	Ophiostoma piceae			cytochrome p450 1a2	6	F:heme binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; F:electron carrier activity; P:oxidation-reduction process	-	N	23	24	16	18	12	0	0	0
