Gene_ID	level	Log2FC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	ï..Gene_ID	C_T1_Rep1	C_T1_Rep2	C_T1_Rep3	C_T1_Rep4	C_T2_Rep1	C_T2_Rep2	C_T2_Rep3	C_T2_Rep4	protein_ID	transcript_ID
gene_1011	9.42762953699613	-0.491032275743217	476	Uncharacterized membrane protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1569	1	P:mycelium development	-	N	gene_1014	43	2	0	5	38	19	3	20	1979574	1979828
gene_1012	4.05329174609383	0.742350156006975	303	Putative uncharacterized protein	Grosmannia clavigera	Sporothrix schenckii			hypothetical protein CMQ_417	0	-		N	gene_1015	7	0	4	5	4	2	2	12	1979575	1979829
gene_1013	21.7365054099996	-0.892864666941032	1 088	Cutinase transcription factor 1 alpha	Grosmannia clavigera	Ophiostoma piceae			cutinase transcription factor 1 alpha	2	P:transcription, DNA-dependent; F:binding	-	N	gene_1016	72	1	2	33	103	17	37	64	1979576	1979830
gene_1014	22.8400217882301	-0.249942144207266	213	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein CMQ_1231	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_1017	69	0	9	38	73	12	44	51	1979577	1979831
gene_1015	21.6879881098844	0.236769595313767	1 176	Poly(A) RNA polymerase protein cid1	Grosmannia clavigera	Ophiostoma piceae			caffeine-induced death protein 1	1	F:nucleotidyltransferase activity		N	gene_1018	12	0	14	58	45	28	20	35	1979578	1979832
gene_1016	20.9027183581158	-0.816521010284745	759	Transcription initiation factor IIF subunit alpha (TFIIF large subunit)	Grosmannia clavigera	Ophiostoma piceae	K03138	TFIIF1, GTF2F1, TFG1; transcription initiation factor TFIIF subunit alpha	transcription initiation factor iif subunit alpha	2	F:nucleic acid binding; P:transcription, DNA-dependent	-	N	gene_1019	41	2	4	28	101	23	22	66	1979579	1979833
gene_1017	3.76290281111619	-0.528822523964666	534	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_01343	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_1020	9	0	0	14	31	0	7	6	1979580	1979834
gene_1018	4.72384120900438	-1.95237148031332	274	Serine/threonine-protein kinase BUD32	Grosmannia clavigera	Ophiostoma piceae	K08851	TP53RK, PRPK, BUD32; TP53 regulating kinase [EC:2.7.11.1]	bud32 protein kinase	7	P:lipopolysaccharide biosynthetic process; P:protein phosphorylation; F:protein tyrosine kinase activity; F:ATP binding; P:transcription, DNA-dependent; C:chromosome; C:membrane	EC:2.7.10.0	N	gene_1021	10	0	0	3	8	6	14	22	1979581	1979835
gene_1019	13.1773418832574	-0.355156119990109	413	Glutamate-cysteine ligase modifier subunit	Togninia minima	Ophiostoma piceae	K11205	GCLM; glutamate--cysteine ligase regulatory subunit	glutamate-cysteine ligase modifier subunit	3	F:ligase activity; P:biological_process; C:cellular_component		N	gene_1022	59	0	0	41	39	26	13	16	1979582	1979836
gene_102	23.6720672216422	0.401761489670886	544	Amino-acid permease	Grosmannia clavigera	Ophiostoma piceae	K16261	YAT; yeast amino acid transporter	amino-acid permease inda1	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	gene_105	186	0	8	16	16	6	28	90	1978665	1978919
gene_1020	10.1011524647253	-0.222767984953275	155	AP-1 complex subunit sigma-1 (Sigma1-adaptin)	Trichoderma reesei	Ophiostoma piceae	K12394	AP1S1_2; AP-1 complex subunit sigma 1/2	mitogen-activated protein kinase maf1	3	P:protein transport; F:protein transporter activity; P:transport		N	gene_1023	31	0	2	30	31	8	10	34	1979583	1979837
gene_1020.1	17.8409528752633	-1.14528932096826	439	Mitogen-activated protein kinase maf1	Grosmannia clavigera	Ophiostoma piceae				4	F:kinase activity; P:negative regulation of transcription from RNA polymerase III promoter; P:phosphorylation; C:nucleus		N	gene_1024	5	0	8	16	79	14	37	56	1979584	1979838
gene_1021	10.8108152131732	-1.17085499780759	987	Vacuolar fusion protein CCZ1 homolog	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_887	0	-		N	gene_1025	38	0	0	19	41	12	22	33	1979585	1979839
gene_1022	0	0	177	Expansin family protein	Grosmannia clavigera	Ophiostoma piceae			allergen asp f7	0	-		N	gene_1026	0	0	0	0	0	0	0	0	1979586	1979840
gene_1023	1.07590487377121	-1.0353833914397	294	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			nicotinamide n-	3	F:methyltransferase activity; F:transferase activity; P:methylation		N	gene_1027	4	0	0	0	14	0	0	6	1979587	1979841
gene_1024	5.73543395801869	0.180576973408016	1 389	Axial budding pattern protein 2 (Bud site selection protein 10)	Grosmannia clavigera	Ophiostoma piceae			transmembrane glycoprotein	1	F:catalytic activity	-	Y	gene_1028	18	2	0	10	12	2	4	24	1979588	1979842
gene_1025	6.53242554608176	-0.936862449781135	417	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_1029	28	0	0	11	30	6	8	26	1979589	1979843
gene_1026	114.399391354296	-0.361823324280483	827	Cell division control protein 48	Grosmannia clavigera	Ophiostoma piceae	K13525	VCP, CDC48; transitional endoplasmic reticulum ATPase	cell division control protein 48	4	F:nucleoside-triphosphatase activity; F:ATP binding; P:mycelium development; P:cell division	EC:3.6.1.15	N	gene_1030	375	10	22	196	412	125	164	219	1979590	1979844
gene_1027	3.04290740392911	-0.511933162334088	165	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_549	0	-		N	gene_1031	9	1	0	0	10	5	4	6	1979591	1979845
gene_1028	42.8135154781679	-0.668370936864994	623	Protein phosphatase PP2A regulatory subunit A	Grosmannia clavigera	Ophiostoma piceae	K03456	PPP2R1; protein phosphatase 2 (formerly 2A), regulatory subunit A	protein phosphatase pp2a regulatory subunit a	2	P:biological_process; C:cellular_component		N	gene_1032	127	2	8	70	191	42	46	135	1979592	1979846
gene_1029	15.621639393948	0.208485119716516	1 004	Phosphoinositide 3-phosphatase (3.1.3.64)	Grosmannia clavigera	Ophiostoma piceae	K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]	protein phosphatase	2	P:dephosphorylation; F:phosphatase activity	EC:3.1.3.0	N	gene_1033	44	6	0	25	63	14	23	6	1979593	1979847
gene_103	5.09742280051049	-0.657583458925961	1 137	Putative uncharacterized protein	Scedosporium apiospermum	Scedosporium apiospermum			hypothetical protein NECHADRAFT_82115	0	-		N	gene_106	38	0	0	2	18	12	6	4	1978666	1978920
gene_1030	10.2378699494767	-1.8332216129884	415	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase (DRAP deaminase)	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_393	0	-		N	gene_1034	15	0	2	4	57	16	11	44	1979594	1979848
gene_1031	93.2835825480858	-0.223909120437492	695	Long-chain-fatty-acid-CoA ligase 1 (Fatty acid activator 1)	Grosmannia clavigera	Ophiostoma piceae	K01897	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	long-chain-fatty-acid- ligase 1	2	F:ligase activity; P:metabolic process	-	N	gene_1035	183	0	53	115	348	65	152	184	1979595	1979849
gene_1032	41.5935091394526	0.416009783146139	190	Calcium-binding protein NCS-1	Togninia minima	Ophiostoma piceae			neuronal calcium sensor 1	5	C:Golgi membrane; F:enzyme activator activity; F:calcium ion binding; P:regulation of signal transduction; P:positive regulation of catalytic activity	-	N	gene_1036	159	4	19	57	130	29	46	61	1979596	1979850
gene_1033	5.36219239709149	-0.207684995028768	920	Cell division control protein 45 homolog (Suppressor of nda4 protein)	Grosmannia clavigera	Ophiostoma piceae	K06628	CDC45; cell division control protein 45	cell division control protein	3	P:translational initiation; P:DNA-dependent DNA replication initiation; F:translation initiation factor activity	-	N	gene_1037	18	0	0	22	26	10	4	2	1979597	1979851
gene_1034	6.83842989965125	-1.6347891793169	612	DNA replication initiation factor cdc45	Grosmannia clavigera	Ophiostoma piceae			dna replication initiation factor cdc45	6	P:translational initiation; P:DNA-dependent DNA replication initiation; F:translation initiation factor activity; F:molecular_function; P:biological_process; C:cellular_component		N	gene_1038	18	0	0	8	28	6	18	25	1979598	1979852
gene_1035	17.3441383551156	0.537133065915679	485	Ribose-phosphate diphosphokinase	Togninia minima	Ophiostoma piceae	K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	ribose-phosphate pyrophosphokinase 1	6	P:nucleotide biosynthetic process; F:kinase activity; P:phosphorylation; P:ribonucleoside monophosphate biosynthetic process; F:ribose phosphate diphosphokinase activity; F:magnesium ion binding	EC:2.7.6.1	N	gene_1039	20	4	5	53	56	13	9	34	1979599	1979853
gene_1036	4.72029762749007	0.248844420853466	378	Pre-mRNA-splicing factor CWC26	Grosmannia clavigera	Ophiostoma piceae	K13106	BUD13, CWC26; pre-mRNA-splicing factor CWC26	pre-mrna-splicing factor cwc26	2	P:mycelium development; C:intracellular part	-	N	gene_1040	28	0	0	18	30	2	2	8	1979600	1979854
gene_1037	7.33904050706232	-0.930827538909673	195	Putative uncharacterized protein	Colletotrichum fioriniae	Ophiostoma piceae			4-carboxymuconolactone decarboxylase family protein	2	P:oxidation-reduction process; F:peroxiredoxin activity	EC:1.11.1.15	N	gene_1041	24	0	2	4	18	16	10	16	1979601	1979855
gene_1038	15.2776581428356	-0.815551046039185	531	Uncharacterized transporter C1683.12	Togninia minima	Ophiostoma piceae			pantothenate transporter liz1	2	P:transmembrane transport; C:integral to membrane	-	N	gene_1042	70	0	0	30	39	26	38	10	1979602	1979856
gene_1039	5.4574126303463	-0.520661212161493	567	Amino acid permease	Grosmannia clavigera	Ophiostoma piceae			amino acid permease	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	gene_1043	14	2	0	0	18	8	6	14	1979603	1979857
gene_104	111.838764331642	-0.254823044902621	148	Hypersensitive response-inducing protein	Eutypa lata	Ophiostoma ulmi			22kda glycoprotein	0	-		Y	gene_107	212	0	63	138	194	105	190	291	1978667	1978921
gene_1040	0.304719272704797	0.125432146191791	481	Putative uncharacterized protein	 	Ophiostoma piceae			hypothetical protein PCYB_083920	0	-		Y	gene_1044	4	0	0	0	0	0	0	2	1979604	1979858
gene_1041	9.51611474728571	-0.443140249483404	181	Protein orm1	Togninia minima	Ophiostoma piceae			protein orm1	4	C:integral to membrane; C:SPOTS complex; P:response to unfolded protein; P:negative regulation of sphingolipid biosynthetic process	-	N	gene_1045	48	0	0	24	74	6	11	12	1979605	1979859
gene_1042	13.7861872787598	0.340747907375583	717	Arginine methyltransferase-interacting ring finger protein	Grosmannia clavigera	Ophiostoma piceae			arginine methyltransferase-interacting ring finger protein	7	F:nucleic acid binding; F:methyltransferase activity; F:transferase activity; F:zinc ion binding; P:methylation; P:biological_process; C:cellular_component		N	gene_1046	30	0	8	33	27	8	14	38	1979606	1979860
gene_1043	3.41879801283633	-0.120734918110266	985	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1727	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_1047	16	0	0	12	14	4	1	10	1979607	1979861
gene_1044	16.6882616752882	-0.827059790180796	1 289	Osmolarity two-component system protein sln1	Grosmannia clavigera	Ophiostoma piceae	K11231	SLN1; osomolarity two-component system, sensor histidine kinase SLN1 [EC:2.7.13.3]	histidine kinase group protein	9	F:two-component response regulator activity; P:two-component signal transduction system (phosphorelay); P:intracellular signal transduction; C:intracellular; P:regulation of transcription, DNA-dependent; P:signal transduction by phosphorylation; F:ATP binding; F:two-component sensor activity; C:membrane	-	N	gene_1048	42	2	0	33	79	16	28	41	1979608	1979862
gene_1045	6.91610360246667	2.10344135266853	629	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_1049	0	0	12	0	5	1	6	0	1979609	1979863
gene_1046	22.8809177016005	0.516763568196648	440	DUF124 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf124 domain containing protein	0	-		N	gene_1050	55	0	17	36	80	12	37	9	1979610	1979864
gene_1047	9.35040033762612	-0.914786254874697	277	Peptide alpha-n-acetyltransferase	Grosmannia clavigera	Ophiostoma piceae			peptide alpha-n-acetyltransferase	1	F:transferase activity		N	gene_1051	37	0	0	19	38	12	17	21	1979611	1979865
gene_1048	3.27998198813443	-0.682714960442937	756	Asparagine amidase a	Grosmannia clavigera	Ophiostoma piceae			peptide-n4-(n-acetyl-beta-glucosaminyl)asparagine amidase a	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_1052	22	0	0	2	10	6	4	8	1979612	1979866
gene_1049	2.29781984597482	-1.64720401076289	528	Maltose permease MAL61	Fusarium oxysporum	Fusarium oxysporum			maltose permease mal61	7	F:transmembrane transporter activity; C:integral to membrane; C:membrane; P:transmembrane transport; P:transport; F:transporter activity; P:carbohydrate transport		N	gene_1053	0	0	0	4	2	6	6	7	1979613	1979867
gene_105	11.3046313388808	-1.49138042363487	1 202	Heat repeat protein	Grosmannia clavigera	Ophiostoma piceae			heat repeat protein	0	-		N	gene_108	34	0	0	16	68	12	26	24	1978668	1978922
gene_1050	0.695416129212079	-0.689045891461118	928	Alpha-rhamnosidase Eurofung	Fusarium oxysporum	Ophiostoma piceae			tpa: alpha-rhamnosidase	1	F:catalytic activity	-	N	gene_1054	0	0	0	2	2	0	2	4	1979614	1979868
gene_1051	60.2014375770209	0.429725626701366	287	Fumarylacetoacetate hydrolase domain-containing protein 2	Scedosporium apiospermum	Ophiostoma piceae	K01828	E5.3.3.-; unclassified metabolism	fumarylacetoacetate hydrolase	6	P:transcription, DNA-dependent; P:mycelium development; F:DNA binding; F:hydrolase activity; C:nucleus; F:zinc ion binding	-	N	gene_1055	46	20	27	54	71	41	100	99	1979615	1979869
gene_1052	8.41752400658827	-0.684634922966384	695	Copper amine oxidase 1	Togninia minima	Ophiostoma piceae	K00276	E1.4.3.21, AOC2, AOC3, tynA; primary-amine oxidase [EC:1.4.3.21]	copper amine oxidase 1	5	F:copper ion binding; P:oxidation-reduction process; F:quinone binding; F:primary amine oxidase activity; P:amine metabolic process	EC:1.4.3.21	N	gene_1056	26	0	0	26	32	15	4	26	1979616	1979870
gene_1053	3.3178407554464	-1.06832761392128	616	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain containing protein	7	F:molecular_function; P:biological_process; C:cellular_component; P:transcription, DNA-dependent; F:zinc ion binding; C:nucleus; F:DNA binding		N	gene_1057	0	0	0	12	19	4	6	8	1979617	1979871
gene_1054	13.8575820379558	0.420561872660901	611	tRNA pseudouridine synthase	Grosmannia clavigera	Ophiostoma piceae	K06173	truA, PUS1; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	trna pseudouridine synthase	1	P:RNA modification	-	N	gene_1058	45	2	6	20	21	25	12	5	1979618	1979872
gene_1055	4.56834389041669	-1.53865290203783	932	Ankyrin repeat-containing protein	Trichomonas vaginalis	Ophiostoma piceae	K10380	ANK; ankyrin		0	-		N	gene_1059	4	0	0	10	31	4	14	6	1979619	1979873
gene_1055.1	10.5105487953072	0.136210212349379	339	Metacaspase	Grosmannia clavigera	Ophiostoma piceae			mca1_debha ame: full=metacaspase-1 flags: precursor	5	P:proteolysis; F:cysteine-type endopeptidase activity; F:RNA polymerase II transcription cofactor activity; C:mediator complex; P:regulation of transcription from RNA polymerase II promoter		N	gene_1060	91	0	0	19	34	15	6	16	1979620	1979874
gene_1056	8.23533134981779	0.657227916479559	389	Fructosyl peptide oxidase (Octopine oxidase subunit B)	Grosmannia clavigera	Ophiostoma piceae			glycine d-amino acid deaminating	2	P:oxidation-reduction process; F:oxidoreductase activity		N	gene_1061	32	0	6	10	34	8	2	8	1979621	1979875
gene_1057	0	0	134	Putative uncharacterized protein	Eutypa lata	Ophiostoma piceae			hypothetical protein MAC_07925	0	-		N	gene_1062	0	0	0	0	0	0	0	0	1979622	1979876
gene_1058	1.35844803214867	-1.13076476692194	322	Arabinan endo-1,5-alpha-L-arabinosidase	Grosmannia clavigera	Ophiostoma piceae	K06113	abnA; arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]	extracellular endo- -alpha-l-	2	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:polysaccharide catabolic process	EC:3.2.1.0	Y	gene_1063	2	0	0	2	8	6	0	0	1979623	1979877
gene_1059	5.57265229928659	0.633099722269303	697	PdmS protein	Colletotrichum sublineola	Ophiostoma piceae			glycosyltransferase (n-glycosyltransferase) (n-glycosyl transferase ngt)	7	P:lipid glycosylation; F:transferase activity; P:metabolic process; P:carbohydrate metabolic process; P:antibiotic metabolic process; F:transferase activity, transferring hexosyl groups; F:transferase activity, transferring glycosyl groups		N	gene_1064	12	2	2	6	25	4	2	6	1979624	1979878
gene_106	10.0987599452178	-0.703758891201459	316	DUF1749 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			dolichol-phosphate mannosyltransferase	4	F:transferase activity; P:biological_process; F:transferase activity, transferring glycosyl groups; C:cellular_component		N	gene_109	56	0	0	16	42	24	7	12	1978669	1978923
gene_1060	9.42949262050618	-0.356143761451362	473	Serine/threonine-protein kinase RIO1	Grosmannia clavigera	Ophiostoma piceae	K07178	RIOK1; RIO kinase 1 [EC:2.7.11.1]	serine threonine-protein kinase rio1	1	F:kinase activity	-	N	gene_1065	30	0	4	10	13	16	19	9	1979625	1979879
gene_1061	0.14903343184386	0.376364698765564	482	Lipase 5	Chaetomium globosum	Ophiostoma piceae			lipase 1 precursor	4	P:lipid catabolic process; F:triglyceride lipase activity; F:hydrolase activity; F:retinyl-palmitate esterase activity		Y	gene_1066	0	0	0	2	0	0	0	0	1979626	1979880
gene_1062	0	0	99	FAD binding domain-containing protein	Magnaporthe oryzae	Sporothrix schenckii			fad binding domain-containing protein	6	P:oxidation-reduction process; F:oxidoreductase activity; F:UDP-N-acetylmuramate dehydrogenase activity; F:catalytic activity; F:oxidoreductase activity, acting on CH-OH group of donors; F:flavin adenine dinucleotide binding		N	gene_1067	0	0	0	0	0	0	0	0	1979627	1979881
gene_1063	10.4851786817102	-0.708592006239934	276	Extradiol ring-cleavage class 3 subunit b	Grosmannia clavigera	Ophiostoma piceae	K15777	DOPA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]	extradiol ring-cleavage class 3 subunit b	4	F:ferrous iron binding; P:cellular aromatic compound metabolic process; P:oxidation-reduction process; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	-	N	gene_1068	57	0	2	4	52	9	22	16	1979628	1979882
gene_1064	43.1276206638568	-0.745699845730319	451	6-hydroxynicotinate 3-monooxygenase	Pestalotiopsis fici	Ophiostoma piceae			salicylate hydroxylase	2	P:metabolic process; F:oxidoreductase activity	-	N	gene_1069	22	0	26	29	91	45	93	116	1979629	1979883
gene_1065	36.0944622863401	-0.277345317463349	557	Cycloheximide resistance protein	Pestalotiopsis fici	Ophiostoma piceae			cycloheximide resistance	1	P:cellular process	-	N	gene_1070	18	0	28	22	72	18	78	96	1979630	1979884
gene_1066	1.68536504129366	-0.356500811355955	333	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_1071	15	0	0	0	15	0	4	0	1979631	1979885
gene_1067	1.53964272080534	-1.12581178458974	374	Kinase activator protein	Grosmannia clavigera	Ophiostoma piceae			kinase activator protein	3	F:kinase activity; P:autophagy; P:phosphorylation		N	gene_1072	0	0	0	4	2	4	0	10	1979632	1979886
gene_1068	7.89584033525699	-0.565416711737987	366	Ribosomal large subunit biogenesis protein	Grosmannia clavigera	Ophiostoma piceae	K14831	MAK16; protein MAK16	ribosomal large subunit biogenesis protein	3	C:nucleolus; P:ribosomal large subunit biogenesis; P:rRNA processing	-	N	gene_1073	37	0	0	19	21	14	10	16	1979633	1979887
gene_1069	7.98319810214393	-0.231676380795555	358	1-aminocyclopropane-1-carboxylate deaminase	Togninia minima	Ophiostoma piceae	K01505	E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]	1-aminocyclopropane-1-carboxylate deaminase	8	P:amine catabolic process; F:1-aminocyclopropane-1-carboxylate deaminase activity; P:regulation of transcription from RNA polymerase II promoter; F:zinc ion binding; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:DNA binding; F:pyridoxal phosphate binding; C:nucleus	EC:3.5.99.7	N	gene_1074	54	0	0	16	46	2	15	11	1979634	1979888
gene_107	1.12999369654005	-1.19016823376208	263	Sterol isomerase	Grosmannia clavigera	Ophiostoma piceae	K01824	EBP; cholestenol delta-isomerase [EC:5.3.3.5]	ebp domain containing protein	5	C:integral to membrane; C:endoplasmic reticulum; P:sterol metabolic process; F:cholestenol delta-isomerase activity; F:isomerase activity		N	gene_110	0	0	0	2	4	0	3	8	1978670	1978924
gene_1070	59.3328355911412	-1.51225375476539	849	Protein phosphatase regulatory subunit	Grosmannia clavigera	Ophiostoma piceae	K07189	PPP1R3; protein phosphatase 1, regulatory (inhibitor) subunit 3	carbohydrate-binding module family 21 protein	0	-		N	gene_1075	91	4	4	81	479	31	120	139	1979635	1979889
gene_1071	0	0	42	Putative uncharacterized protein	 				---NA---	0	-		N	gene_1076	0	0	0	0	0	0	0	0	1979636	1979890
gene_1072	0.360455972851048	-0.132413892419729	327	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		Y	gene_1077	0	0	0	2	2	1	0	0	1979637	1979891
gene_1073	3.40691520598734	-1.24361353430033	609	Autophagy-related protein 17	Grosmannia clavigera	Ophiostoma piceae	K08329	ATG17; autophagy-related protein 17	kinase activator	1	P:cellular metabolic process	-	N	gene_1078	8	0	0	6	28	0	10	7	1979638	1979892
gene_1074	40.573165086849	-1.71375380163164	292	Carbohydrate esterase family 1 protein 	Pestalotiopsis fici	Sporothrix schenckii			probable acetylxylan esterase	5	C:extracellular region; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:polysaccharide binding; F:carbohydrate binding; P:carbohydrate metabolic process		Y	gene_1079	6	0	0	120	92	48	94	175	1979639	1979893
gene_1075	20.2090546024876	-0.933413550174475	395	Cyclin-dependent protein kinase complex component	Grosmannia clavigera	Ophiostoma piceae			cyclin-dependent protein kinase complex component	4	F:protein kinase binding; F:kinase activity; P:phosphorylation; P:regulation of cyclin-dependent protein kinase activity		N	gene_1080	50	4	0	20	84	33	20	57	1979640	1979894
