transcriptId	proteinId
815063	815063
815069	815069
815070	815070
815072	815072
815074	815074
815084	815084
815097	815097
815103	815103
815104	815104
815105	815105
815112	815112
815115	815115
815137	815137
815138	815138
815150	815150
815160	815160
815164	815164
815170	815170
815174	815174
815182	815182
815186	815186
815190	815190
815202	815202
815204	815204
815211	815211
815218	815218
815225	815225
815248	815248
815252	815252
815256	815256
815261	815261
815263	815263
815264	815264
815266	815266
815268	815268
815269	815269
815294	815294
815301	815301
815304	815304
815314	815314
815319	815319
815327	815327
815335	815335
815347	815347
815349	815349
815354	815354
815363	815363
815365	815365
815368	815368
815376	815376
815377	815377
815393	815393
815396	815396
815400	815400
815411	815411
815424	815424
815428	815428
815432	815432
815437	815437
815440	815440
815458	815458
815464	815464
815476	815476
815480	815480
815481	815481
815499	815499
815507	815507
815510	815510
815513	815513
815517	815517
815525	815525
815526	815526
815540	815540
815543	815543
815545	815545
815549	815549
815557	815557
815560	815560
815571	815571
815572	815572
815573	815573
815577	815577
815608	815608
815610	815610
815611	815611
815615	815615
815626	815626
815628	815628
815631	815631
815633	815633
815634	815634
815638	815638
815645	815645
815647	815647
815651	815651
815654	815654
815656	815656
815658	815658
815659	815659
815662	815662
815664	815664
815665	815665
815667	815667
815670	815670
815673	815673
815675	815675
815682	815682
815689	815689
815692	815692
815702	815702
815717	815717
815719	815719
815726	815726
815732	815732
815733	815733
815740	815740
815748	815748
815751	815751
815760	815760
815768	815768
815774	815774
815777	815777
815785	815785
815791	815791
815792	815792
815795	815795
815798	815798
815808	815808
815810	815810
815816	815816
815822	815822
815829	815829
815833	815833
815839	815839
815850	815850
815864	815864
815874	815874
815876	815876
815881	815881
815884	815884
815896	815896
815899	815899
815901	815901
815908	815908
815913	815913
815928	815928
815929	815929
815931	815931
815939	815939
815955	815955
815956	815956
815967	815967
815974	815974
815978	815978
815980	815980
815988	815988
815989	815989
815992	815992
815996	815996
816004	816004
816007	816007
816014	816014
816022	816022
816023	816023
816029	816029
816035	816035
816039	816039
816041	816041
816050	816050
816053	816053
816067	816067
816074	816074
816080	816080
816082	816082
816086	816086
816091	816091
816092	816092
816093	816093
816094	816094
816095	816095
816101	816101
816102	816102
816104	816104
816113	816113
816116	816116
816118	816118
816131	816131
816133	816133
816149	816149
816150	816150
816152	816152
816155	816155
816159	816159
816178	816178
816182	816182
816189	816189
816191	816191
816192	816192
816194	816194
816196	816196
816198	816198
816205	816205
816211	816211
816217	816217
816219	816219
816223	816223
816232	816232
816235	816235
816237	816237
816238	816238
816250	816250
816253	816253
816257	816257
816262	816262
816265	816265
816266	816266
816273	816273
816277	816277
816283	816283
816286	816286
816287	816287
816291	816291
816292	816292
816293	816293
816294	816294
816297	816297
816310	816310
816312	816312
816316	816316
816318	816318
816334	816334
816345	816345
816363	816363
816368	816368
816369	816369
816370	816370
816374	816374
816388	816388
816389	816389
816392	816392
816395	816395
816398	816398
816402	816402
816406	816406
816409	816409
816416	816416
816422	816422
816425	816425
816434	816434
816437	816437
816438	816438
816442	816442
816443	816443
816446	816446
816453	816453
816462	816462
816463	816463
816470	816470
816476	816476
816477	816477
816479	816479
816486	816486
816489	816489
816497	816497
816498	816498
816499	816499
816505	816505
816506	816506
816507	816507
816515	816515
816525	816525
816529	816529
816547	816547
816550	816550
816553	816553
816557	816557
816560	816560
816561	816561
816564	816564
816566	816566
816568	816568
816572	816572
816573	816573
816575	816575
816594	816594
816595	816595
816599	816599
816600	816600
816604	816604
816606	816606
816607	816607
816613	816613
816615	816615
816616	816616
816621	816621
816622	816622
816625	816625
816627	816627
816628	816628
816630	816630
816631	816631
816632	816632
816633	816633
816638	816638
816641	816641
816652	816652
816660	816660
816669	816669
816675	816675
816677	816677
816686	816686
816688	816688
816695	816695
816702	816702
816703	816703
816711	816711
816712	816712
816717	816717
816720	816720
816721	816721
816734	816734
816735	816735
816745	816745
816749	816749
816762	816762
816770	816770
816771	816771
816795	816795
816796	816796
816803	816803
816810	816810
816811	816811
816814	816814
816815	816815
816832	816832
816843	816843
816844	816844
816849	816849
816850	816850
816861	816861
816868	816868
816870	816870
816875	816875
816877	816877
816880	816880
816882	816882
816889	816889
816895	816895
816898	816898
816903	816903
816925	816925
816933	816933
816946	816946
816953	816953
816955	816955
816956	816956
816957	816957
816966	816966
816969	816969
816970	816970
816976	816976
816978	816978
816979	816979
816981	816981
816986	816986
816990	816990
816991	816991
816992	816992
817004	817004
817027	817027
817040	817040
817045	817045
817053	817053
817057	817057
817062	817062
817068	817068
817069	817069
817071	817071
817077	817077
817078	817078
817085	817085
817088	817088
817095	817095
817096	817096
817097	817097
817110	817110
817127	817127
817142	817142
817146	817146
817152	817152
817153	817153
817154	817154
817159	817159
817160	817160
817164	817164
817166	817166
817168	817168
817169	817169
817179	817179
817181	817181
817194	817194
817204	817204
817206	817206
817209	817209
817211	817211
817213	817213
817216	817216
817220	817220
817225	817225
817230	817230
817247	817247
817251	817251
817257	817257
817260	817260
817261	817261
817262	817262
817271	817271
817274	817274
817286	817286
817289	817289
817290	817290
817294	817294
817298	817298
817301	817301
817303	817303
817312	817312
817317	817317
817330	817330
817338	817338
817339	817339
817341	817341
817349	817349
817354	817354
817356	817356
817358	817358
817360	817360
817369	817369
817370	817370
817377	817377
817387	817387
817388	817388
817398	817398
817401	817401
817403	817403
817405	817405
817407	817407
817408	817408
817412	817412
817413	817413
817419	817419
817423	817423
817426	817426
817432	817432
817435	817435
817437	817437
817441	817441
817446	817446
817451	817451
817461	817461
817464	817464
817473	817473
817474	817474
817478	817478
817489	817489
817490	817490
817491	817491
817505	817505
817524	817524
817531	817531
817544	817544
817545	817545
817547	817547
817566	817566
817567	817567
817568	817568
817569	817569
817581	817581
817583	817583
817585	817585
817587	817587
817588	817588
817593	817593
817600	817600
817608	817608
817609	817609
817614	817614
817616	817616
817620	817620
817630	817630
817650	817650
817653	817653
817661	817661
817666	817666
817675	817675
817678	817678
817680	817680
817686	817686
817692	817692
817694	817694
817695	817695
817697	817697
817699	817699
817706	817706
817725	817725
817726	817726
817727	817727
817745	817745
817747	817747
817748	817748
817749	817749
817750	817750
817755	817755
817758	817758
817763	817763
817767	817767
817769	817769
817772	817772
817778	817778
817783	817783
817786	817786
817788	817788
817797	817797
817806	817806
817818	817818
817822	817822
817824	817824
817825	817825
817827	817827
817830	817830
817831	817831
817835	817835
817844	817844
817847	817847
817858	817858
817868	817868
817893	817893
817905	817905
817912	817912
817915	817915
817927	817927
817932	817932
817941	817941
817943	817943
817951	817951
817960	817960
817965	817965
817987	817987
817989	817989
817990	817990
818003	818003
818024	818024
818029	818029
818033	818033
818049	818049
818055	818055
818059	818059
818072	818072
818073	818073
818076	818076
818084	818084
818088	818088
818106	818106
818112	818112
818128	818128
818144	818144
818150	818150
818153	818153
818154	818154
818156	818156
818172	818172
818176	818176
818178	818178
818181	818181
818188	818188
818190	818190
818192	818192
818199	818199
818203	818203
818217	818217
818220	818220
818230	818230
820962	820962
820963	820963
820971	820971
820978	820978
820992	820992
821003	821003
821007	821007
821011	821011
821013	821013
821016	821016
821018	821018
821020	821020
821021	821021
821038	821038
821042	821042
821054	821054
821063	821063
821071	821071
821076	821076
821082	821082
821084	821084
821085	821085
821095	821095
821105	821105
821113	821113
821116	821116
821117	821117
821120	821120
821121	821121
821124	821124
821134	821134
821135	821135
821141	821141
821143	821143
821147	821147
821151	821151
821153	821153
821155	821155
821156	821156
821161	821161
821162	821162
821174	821174
821178	821178
821185	821185
821190	821190
821192	821192
821196	821196
821203	821203
821204	821204
821209	821209
821219	821219
821220	821220
821224	821224
821228	821228
821232	821232
821252	821252
821259	821259
821269	821269
821271	821271
821280	821280
821289	821289
821291	821291
821292	821292
821296	821296
821299	821299
821303	821303
821310	821310
821328	821328
821329	821329
821334	821334
821336	821336
821337	821337
821339	821339
821349	821349
821351	821351
821354	821354
821361	821361
821363	821363
821368	821368
821380	821380
821385	821385
821388	821388
821390	821390
821392	821392
821409	821409
821429	821429
821432	821432
821436	821436
821437	821437
821445	821445
821448	821448
821449	821449
821451	821451
821453	821453
821459	821459
821490	821490
821496	821496
821499	821499
821505	821505
821509	821509
821522	821522
821523	821523
821525	821525
821527	821527
821537	821537
821552	821552
821557	821557
821560	821560
821561	821561
821577	821577
821582	821582
821588	821588
821595	821595
821596	821596
821599	821599
821600	821600
821615	821615
821619	821619
821627	821627
821630	821630
821631	821631
821633	821633
821636	821636
821665	821665
821668	821668
818249	818249
818250	818250
818252	818252
818254	818254
818283	818283
818291	818291
818294	818294
818307	818307
818313	818313
818318	818318
818330	818330
818336	818336
818337	818337
818339	818339
818355	818355
818359	818359
818360	818360
818368	818368
818388	818388
818390	818390
818391	818391
818397	818397
818400	818400
818403	818403
818405	818405
818416	818416
818419	818419
818429	818429
818430	818430
818432	818432
818433	818433
818445	818445
818446	818446
818454	818454
818480	818480
818482	818482
818483	818483
818490	818490
818494	818494
818500	818500
818504	818504
818506	818506
818510	818510
818512	818512
818514	818514
818520	818520
818526	818526
818535	818535
818536	818536
818545	818545
818547	818547
818557	818557
818560	818560
818564	818564
818567	818567
818588	818588
818592	818592
818594	818594
818602	818602
818603	818603
818606	818606
818607	818607
818608	818608
818614	818614
818623	818623
818640	818640
818641	818641
818654	818654
818656	818656
818659	818659
818667	818667
818683	818683
818688	818688
818691	818691
818693	818693
818704	818704
818707	818707
818717	818717
818720	818720
818726	818726
818727	818727
818729	818729
818733	818733
818738	818738
818740	818740
818753	818753
818754	818754
818760	818760
818761	818761
818762	818762
818765	818765
818766	818766
818767	818767
818768	818768
818769	818769
818778	818778
818784	818784
818787	818787
818792	818792
818799	818799
818802	818802
818807	818807
818811	818811
818813	818813
818818	818818
818821	818821
818823	818823
818825	818825
818827	818827
818828	818828
818830	818830
818831	818831
818834	818834
818850	818850
818852	818852
818858	818858
818859	818859
818862	818862
818865	818865
818869	818869
818872	818872
818883	818883
818888	818888
818900	818900
818910	818910
818924	818924
818926	818926
818931	818931
818935	818935
818936	818936
818939	818939
818943	818943
818946	818946
818953	818953
818956	818956
818966	818966
818967	818967
818968	818968
818971	818971
818972	818972
818982	818982
818987	818987
818989	818989
818998	818998
818999	818999
819004	819004
819009	819009
819011	819011
819015	819015
819036	819036
819048	819048
819055	819055
819056	819056
819057	819057
819058	819058
819059	819059
819061	819061
819064	819064
819068	819068
819077	819077
819080	819080
819083	819083
819086	819086
819088	819088
819089	819089
819090	819090
819093	819093
819095	819095
819098	819098
819099	819099
819103	819103
819104	819104
819117	819117
819127	819127
819128	819128
819132	819132
819135	819135
819142	819142
819144	819144
819154	819154
819156	819156
819168	819168
819173	819173
819175	819175
819177	819177
819178	819178
819183	819183
819185	819185
819189	819189
819196	819196
819198	819198
819208	819208
819210	819210
819214	819214
819222	819222
819223	819223
819230	819230
819236	819236
819241	819241
819242	819242
819244	819244
819254	819254
819260	819260
819262	819262
819264	819264
819270	819270
819272	819272
819280	819280
819297	819297
819306	819306
819309	819309
819314	819314
819317	819317
819318	819318
819322	819322
819326	819326
819327	819327
819331	819331
819333	819333
819335	819335
819359	819359
819372	819372
819376	819376
819383	819383
819386	819386
819391	819391
819393	819393
819404	819404
819410	819410
819417	819417
819430	819430
819432	819432
819435	819435
819443	819443
819452	819452
819455	819455
819468	819468
819471	819471
819475	819475
819477	819477
819484	819484
819485	819485
819509	819509
819510	819510
819511	819511
819516	819516
819519	819519
819521	819521
819523	819523
819524	819524
819526	819526
819528	819528
819531	819531
819532	819532
819535	819535
819542	819542
819545	819545
819550	819550
819551	819551
819556	819556
819561	819561
819562	819562
819567	819567
819573	819573
819574	819574
819577	819577
819579	819579
819580	819580
819581	819581
819591	819591
819597	819597
819605	819605
819610	819610
819611	819611
819616	819616
819624	819624
819627	819627
819630	819630
819644	819644
819645	819645
819653	819653
819686	819686
819691	819691
819715	819715
819718	819718
819725	819725
819732	819732
819733	819733
819740	819740
819749	819749
819750	819750
819752	819752
819789	819789
819800	819800
819802	819802
819804	819804
819807	819807
819808	819808
819822	819822
819828	819828
819830	819830
819845	819845
819856	819856
819875	819875
819876	819876
819877	819877
819878	819878
819888	819888
819897	819897
819901	819901
819903	819903
819904	819904
819912	819912
819915	819915
819919	819919
819930	819930
819931	819931
819935	819935
819936	819936
819938	819938
819945	819945
819946	819946
819965	819965
819966	819966
819975	819975
819977	819977
820001	820001
820006	820006
820010	820010
820023	820023
820024	820024
820027	820027
820040	820040
820045	820045
820049	820049
820061	820061
820063	820063
820068	820068
820074	820074
820077	820077
820080	820080
820087	820087
820110	820110
820117	820117
820118	820118
820136	820136
820137	820137
820138	820138
820140	820140
820147	820147
820152	820152
820153	820153
820157	820157
820159	820159
820162	820162
820166	820166
820167	820167
820184	820184
820186	820186
820187	820187
820189	820189
820200	820200
820204	820204
820212	820212
820215	820215
820216	820216
820220	820220
820221	820221
820229	820229
820232	820232
820240	820240
820249	820249
820259	820259
820261	820261
820268	820268
820269	820269
820279	820279
820284	820284
820289	820289
820312	820312
820318	820318
820324	820324
820327	820327
820338	820338
820341	820341
820342	820342
820344	820344
820349	820349
820353	820353
820375	820375
820384	820384
820389	820389
820390	820390
820395	820395
820396	820396
820409	820409
820411	820411
820414	820414
820418	820418
820421	820421
820434	820434
820440	820440
820446	820446
820448	820448
820452	820452
820457	820457
820458	820458
820459	820459
820461	820461
820472	820472
820480	820480
820484	820484
820492	820492
820493	820493
820498	820498
820499	820499
820503	820503
820508	820508
820518	820518
820525	820525
820530	820530
820533	820533
820534	820534
820539	820539
820540	820540
820548	820548
820550	820550
820551	820551
820555	820555
820558	820558
820561	820561
820564	820564
820566	820566
820569	820569
820572	820572
820575	820575
820579	820579
820580	820580
820583	820583
820585	820585
820588	820588
820599	820599
820600	820600
820612	820612
820626	820626
820630	820630
820632	820632
820635	820635
820646	820646
820652	820652
820653	820653
820662	820662
820664	820664
820673	820673
820684	820684
820686	820686
820694	820694
820696	820696
820698	820698
820699	820699
820708	820708
820712	820712
820724	820724
820729	820729
820739	820739
820741	820741
820750	820750
820773	820773
820777	820777
820778	820778
820780	820780
820784	820784
820788	820788
820808	820808
820821	820821
820825	820825
820827	820827
820830	820830
820831	820831
820835	820835
820837	820837
820846	820846
820850	820850
820858	820858
820859	820859
820861	820861
820867	820867
820872	820872
820878	820878
820882	820882
820887	820887
820890	820890
820895	820895
820903	820903
820907	820907
820914	820914
820918	820918
820928	820928
820932	820932
820933	820933
820934	820934
820938	820938
820940	820940
820943	820943
820947	820947
820948	820948
821674	821674
821675	821675
821679	821679
821684	821684
821685	821685
821704	821704
821705	821705
821711	821711
821721	821721
821723	821723
821724	821724
821728	821728
821732	821732
821757	821757
821764	821764
821767	821767
821790	821790
821797	821797
821800	821800
821804	821804
821811	821811
821813	821813
821827	821827
821834	821834
821837	821837
821843	821843
821854	821854
821856	821856
821865	821865
821866	821866
821869	821869
821872	821872
821875	821875
821878	821878
821879	821879
821888	821888
821896	821896
821897	821897
821903	821903
821906	821906
821909	821909
821920	821920
821928	821928
821934	821934
821941	821941
821942	821942
821944	821944
821950	821950
821951	821951
821968	821968
821983	821983
821985	821985
821987	821987
821994	821994
821997	821997
821998	821998
822005	822005
822006	822006
822008	822008
822012	822012
822016	822016
822017	822017
822018	822018
822021	822021
822022	822022
822023	822023
822025	822025
822031	822031
822033	822033
822036	822036
822038	822038
822042	822042
822047	822047
822050	822050
822051	822051
822054	822054
822061	822061
822062	822062
822064	822064
822067	822067
822072	822072
822075	822075
822077	822077
822079	822079
822080	822080
822086	822086
822090	822090
822103	822103
822106	822106
822107	822107
822127	822127
822134	822134
822136	822136
822143	822143
822150	822150
822158	822158
822161	822161
822162	822162
822168	822168
822177	822177
822181	822181
822197	822197
822201	822201
822202	822202
822212	822212
822216	822216
822219	822219
822224	822224
822225	822225
822230	822230
822243	822243
822247	822247
822250	822250
822254	822254
822255	822255
822264	822264
822282	822282
822298	822298
822299	822299
822311	822311
822312	822312
822314	822314
822328	822328
822344	822344
822351	822351
822353	822353
822354	822354
822366	822366
822368	822368
822369	822369
822378	822378
822384	822384
822387	822387
822401	822401
822402	822402
822404	822404
822406	822406
822424	822424
822434	822434
822437	822437
822444	822444
822445	822445
822449	822449
822470	822470
822478	822478
822479	822479
822481	822481
822482	822482
822486	822486
822488	822488
822496	822496
822499	822499
822504	822504
822505	822505
822509	822509
822535	822535
822537	822537
822538	822538
822559	822559
822560	822560
822564	822564
822568	822568
822571	822571
822576	822576
822583	822583
822587	822587
822598	822598
822609	822609
822613	822613
822618	822618
822621	822621
822635	822635
822653	822653
822657	822657
822660	822660
822671	822671
822681	822681
822682	822682
822684	822684
822688	822688
822690	822690
822693	822693
822707	822707
822713	822713
822715	822715
822725	822725
822728	822728
822730	822730
822734	822734
822735	822735
822736	822736
822745	822745
822747	822747
822748	822748
822754	822754
822767	822767
822781	822781
822792	822792
822795	822795
822798	822798
822824	822824
822828	822828
822832	822832
822837	822837
822840	822840
822847	822847
822883	822883
822885	822885
822895	822895
822902	822902
822903	822903
822907	822907
822926	822926
822933	822933
822935	822935
822936	822936
822940	822940
822941	822941
822944	822944
822960	822960
822967	822967
822980	822980
822983	822983
822986	822986
822987	822987
822988	822988
823010	823010
823015	823015
823021	823021
823031	823031
823032	823032
823035	823035
823037	823037
823038	823038
823055	823055
823067	823067
823070	823070
823076	823076
823077	823077
823089	823089
823092	823092
823094	823094
823107	823107
823125	823125
823128	823128
823130	823130
823133	823133
823134	823134
823135	823135
823154	823154
823158	823158
823165	823165
823175	823175
823177	823177
823181	823181
823192	823192
823195	823195
823210	823210
823211	823211
823214	823214
823215	823215
823225	823225
823227	823227
823232	823232
823237	823237
823253	823253
823258	823258
823259	823259
823269	823269
823276	823276
823277	823277
823279	823279
823284	823284
823289	823289
823292	823292
823303	823303
823306	823306
823307	823307
823309	823309
823310	823310
823313	823313
823329	823329
823332	823332
823336	823336
823340	823340
823348	823348
823361	823361
823362	823362
823375	823375
823381	823381
823396	823396
823399	823399
823409	823409
823412	823412
823422	823422
823423	823423
823427	823427
823428	823428
823430	823430
823432	823432
823435	823435
823440	823440
823446	823446
823452	823452
823453	823453
823462	823462
823466	823466
823475	823475
823476	823476
823477	823477
823499	823499
823503	823503
823509	823509
823521	823521
823538	823538
823547	823547
823550	823550
823553	823553
823560	823560
823575	823575
823577	823577
823594	823594
823603	823603
823621	823621
823623	823623
823637	823637
823659	823659
823661	823661
823669	823669
823671	823671
823674	823674
823689	823689
823696	823696
823706	823706
823712	823712
823714	823714
823722	823722
823723	823723
823728	823728
823735	823735
823742	823742
823751	823751
823760	823760
823770	823770
823774	823774
823791	823791
823792	823792
823793	823793
823798	823798
823801	823801
823805	823805
823806	823806
823815	823815
823837	823837
823846	823846
823861	823861
823865	823865
823866	823866
823869	823869
823872	823872
823878	823878
823880	823880
823884	823884
823900	823900
823905	823905
823907	823907
823912	823912
823918	823918
823927	823927
823931	823931
823935	823935
823949	823949
823952	823952
823961	823961
823962	823962
823982	823982
823992	823992
823993	823993
823997	823997
824014	824014
824036	824036
824039	824039
824051	824051
824056	824056
824057	824057
824063	824063
824081	824081
824091	824091
824107	824107
824128	824128
824147	824147
824153	824153
824154	824154
824161	824161
824183	824183
824185	824185
824186	824186
824193	824193
824199	824199
824203	824203
824226	824226
824231	824231
824237	824237
824273	824273
824277	824277
824281	824281
824285	824285
824295	824295
824314	824314
824323	824323
824324	824324
824334	824334
824336	824336
824339	824339
824346	824346
824350	824350
824354	824354
824372	824372
824393	824393
824407	824407
824415	824415
824416	824416
824419	824419
824422	824422
824434	824434
824438	824438
824454	824454
824462	824462
824472	824472
826065	826065
826066	826066
826071	826071
826083	826083
826090	826090
826091	826091
826092	826092
826096	826096
826101	826101
826106	826106
826108	826108
826111	826111
826131	826131
826134	826134
826137	826137
826140	826140
826145	826145
826146	826146
826149	826149
826150	826150
826159	826159
