Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
gene_136	5.42444063461233	2.03693643008984	264	U1 small nuclear ribonucleoprotein C (U1 snRNP C)	Pestalotiopsis fici	Ophiostoma piceae	K11095	SNRPC; U1 small nuclear ribonucleoprotein C	glucose n-acetyltransferase 1	3	F:RNA binding; F:zinc ion binding; C:U1 snRNP	-	N	16	32	16	4	0	0	4	0
gene_1375	2.86610157570938	2.50873263371968	286	Pyridoxamine phosphate oxidase	Grosmannia clavigera	Ophiostoma piceae	K00275	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	pyridoxamine 5 -phosphate oxidase	2	F:oxidoreductase activity, acting on the CH-NH2 group of donors; P:vitamin B6 biosynthetic process	-	N	12	21	10	0	0	0	0	1
gene_1384	2.24868843918566	2.45874338822036	176	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7355	0	-		N	8	4	8	6	0	0	0	0
gene_1398	2.19197662619017	2.42866588341557	269	Hydroxynaphthalene reductase	Pseudallescheria boydii	Ophiostoma piceae	K11610	mabA; beta-ketoacyl ACP reductase [EC:1.1.1.100]	versicolorin reductase	3	F:oxidoreductase activity; P:oxidation-reduction process; F:nucleotide binding	-	N	16	6	8	0	0	0	0	0
gene_1399	1.65777322670926	2.10954325134437	1 109	Transcription factor cmr1	Grosmannia clavigera	Ophiostoma piceae			transcription factor cmr1	6	F:zinc ion binding; F:nucleic acid binding; C:intracellular; P:regulation of transcription, DNA-dependent; P:melanin biosynthetic process; P:transcription from RNA polymerase II promoter	-	N	12	0	10	0	0	0	0	0
gene_1436	23.9495426275002	3.2669789209566	965	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2128	0	-		N	48	125	80	44	0	2	2	15
gene_1514	5.68215553793164	3.62810995166942	848	Peptidase s41 family protein	Grosmannia clavigera	Ophiostoma piceae			pyridine nucleotide-disulfide oxidoreductase family protein	2	P:proteolysis; F:serine-type peptidase activity		Y	40	14	24	0	0	0	0	0
gene_1521	2.43684434546041	2.55426680397287	242	Putative uncharacterized protein	Cladophialophora carrionii	Ophiostoma piceae			conserved hypothetical protein	0	-		N	10	20	8	0	0	0	0	0
gene_1529	6.59193378236983	2.3309073236574	524	Amino acid permease	Grosmannia clavigera	Ophiostoma piceae			amino acid permease	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	46	24	10	0	0	0	4	0
gene_1530	3.91982272262875	2.90975612733681	504	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			beta-ig-h3 fasciclin	0	-		N	30	7	10	2	0	0	0	1
gene_1531	11.4803655444373	3.33916927527953	687	Vegetative incompatibility protein Het-D	Exophiala aquamarina	Ophiostoma piceae			het domain-containing protein	0	-		N	14	68	50	20	0	0	0	8
gene_1640	1.79852805744784	2.20071027681115	312	Putative lysophosphatidic acid:oleoyl-CoA acyltransferase (LPAAT)	Togninia minima	Ophiostoma piceae			vacuolar protein sorting protein	1	F:transferase activity		N	10	2	0	6	0	0	0	0
gene_1712	2.50102509010547	2.02722688687557	510	Quinate permease (Quinate transporter)	Gaeumannomyces graminis	Ophiostoma piceae			general substrate transporter	3	P:transmembrane transport; C:integral to membrane; F:substrate-specific transmembrane transporter activity	-	N	9	24	4	0	0	0	1	0
gene_1734	36.4775207226981	2.23028072080658	471	Subtilisin-like protease	Colletotrichum gloeosporioides	Ophiostoma piceae			serine protease	2	P:metabolic process; F:serine-type peptidase activity	-	Y	67	122	143	64	0	2	19	28
gene_1742	3.27282916812936	2.09341771970179	333	Translin-associated protein X (Translin-associated factor X)	Grosmannia clavigera	Ophiostoma piceae			translin-associated factor	4	F:sequence-specific DNA binding; F:molecular_function; P:biological_process; C:cellular_component		N	8	22	4	6	0	0	0	4
gene_1744	2.48289891205544	2.10859599066286	1 595	ABC transporter B family member 6	Grosmannia clavigera	Ophiostoma piceae	K05658	ABCB1; ATP-binding cassette, subfamily B (MDR/TAP), member 1	multidrug resistance protein	1	F:nucleoside-triphosphatase activity	EC:3.6.1.15	N	12	2	10	4	0	0	0	2
gene_1751	57.9811067776352	2.80246090505407	573	Quinate permease (Quinate transporter)	Trichoderma reesei	Ophiostoma piceae			sugar transporter	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	136	302	173	87	0	0	6	74
gene_1777	2.81054763535953	2.26678647286082	1 694	Putative uncharacterized protein	Fusarium pseudograminearum	Ophiostoma piceae			predicted protein	0	-		N	6	18	14	2	0	0	0	2
gene_182	140.202898665645	2.98871082299541	826	Transcription factor Sp1	Fusarium oxysporum	Ophiostoma piceae			c2h2 type zinc finger domain containing protein	3	F:zinc ion binding; F:nucleic acid binding; C:intracellular		N	407	634	350	241	4	25	32	46
gene_1915	2.47483735344466	2.57281079252367	224	DNA-binding protein	Metarhizium acridum	Metarhizium acridum			dna-binding protein	1	F:DNA binding		N	11	8	2	7	0	0	0	0
gene_1930	1.97306826615809	2.30630206418738	246	Cell surface protein	Grosmannia clavigera	Ophiostoma piceae			cas1 appressorium specific protein	0	-		Y	14	7	2	2	0	0	0	0
gene_1948	2.09123922087121	2.37364220997319	460	N-glycosylase/DNA lyase	Trichoderma virens	Ophiostoma piceae	K03660	OGG1; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	n-glycosylase dna lyase	2	F:catalytic activity; P:DNA repair	-	N	8	2	16	2	0	0	0	0
gene_1984	4.40498689187478	2.36353973731325	797	Kinesin family protein	Podospora anserina	Ophiostoma piceae	K17387	KIF23; kinesin family member 23	kinesin family protein	7	F:ATP binding; C:kinesin complex; F:nucleotide binding; F:microtubule motor activity; F:microtubule binding; P:microtubule-based movement; C:microtubule		N	12	6	20	10	0	0	2	0
gene_2008	28.2204105391674	2.12800876116541	553	NADPH oxidase	Togninia minima	Ophiostoma piceae			cytochrome b-245 heavychain subunit beta	3	F:oxidoreductase activity; P:oxidation-reduction process; C:integral to membrane	-	N	56	115	105	40	0	0	8	44
gene_2068	3.65024225013976	2.24271118166898	586	Xylosidase/arabinosidase (Beta-xylosidase)	Pestalotiopsis fici	Pestalotiopsis fici			glycoside hydrolase family 43 protein	3	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:carbohydrate metabolic process; F:hydrolase activity		Y	13	14	10	6	0	0	0	4
gene_2130	2.76043667388788	2.70506519913832	1 231	Putative uncharacterized protein	Sclerotinia sclerotiorum	Ophiostoma piceae			glycoprotein x	0	-		Y	4	35	4	2	0	0	0	0
gene_2192	25.1573271523025	3.35509738192488	884	Hsp70-like protein	Togninia minima	Ophiostoma piceae			hsp70-like protein	1	F:ATP binding	-	N	54	121	88	47	0	0	8	4
gene_2193	17.5539900755769	3.27694147410134	871	Sporulation protein kinase pit1	Togninia minima	Ophiostoma piceae	K12765	IME2; meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1]	serine threonine-protein kinase mak	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	39	60	76	35	0	2	0	12
gene_2220	18.4553614574348	2.15656843894331	736	RNA-binding protein	Grosmannia clavigera	Ophiostoma piceae	K15560	K15560, NRD1; protein NRD1	rna-binding protein	2	F:nucleic acid binding; F:nucleotide binding		N	44	81	46	31	0	10	0	20
gene_2228	86.1649620921639	2.30535154774986	352	Putative uncharacterized protein	Myceliophthora thermophila	Sporothrix schenckii			serine-threonine rich protein	0	-		Y	241	268	297	129	2	3	37	74
gene_2242	2.71336775030295	2.22164956324118	461	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein FOXB_08456	0	-		N	2	4	12	10	0	0	0	2
gene_2259	2.4229343168703	2.54741740978365	538	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2726	0	-		N	4	14	12	4	0	0	0	0
gene_2275	1.54536551137468	2.03235867902427	384	Kinetochore-associated protein MTW1 (Mis12-like protein)	Grosmannia clavigera	Ophiostoma piceae	K11559	mis12, MTW1; kinetochore protein Mis12/MTW1	mis12 domain-containing protein	5	P:cell cycle; C:chromosome, centromeric region; P:mitosis; C:nucleus; F:molecular_function		N	0	4	12	4	0	0	0	0
gene_2289	4.7985886432741	3.40560812788235	508	Histone acetyltransferase type B catalytic subunit	Grosmannia clavigera	Ophiostoma piceae	K11303	HAT1, KAT1; histone acetyltransferase 1 [EC:2.3.1.48]	histone acetyltransferase type b catalytic	5	F:histone binding; P:chromatin silencing at telomere; C:histone acetyltransferase complex; P:histone acetylation; F:histone acetyltransferase activity	EC:2.3.1.48	N	6	20	48	1	0	0	0	0
gene_2301.1	3.10573766871888	2.8502944389762	286	BTB/POZ domain protein	Stachybotrys chartarum	Ophiostoma piceae				0	-		N	8	4	17	8	0	0	0	0
gene_2310	13.7268524362031	2.61882089108398	258	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2809	0	-		N	28	33	44	37	2	0	0	8
gene_2364	17.3154088927651	4.43158185718809	439	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7879	0	-		Y	28	111	54	37	0	0	0	4
gene_239	6.33837762393635	2.06621357180831	456	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7677	0	-		N	18	14	14	16	0	4	0	4
gene_246	8.10313826812422	2.96266055561163	148	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			gpi ethanolamine phosphate transferase	6	F:transferase activity; P:metabolic process; F:catalytic activity; F:molecular_function; P:biological_process; C:cellular_component		N	17	38	44	9	0	0	2	2
gene_2484	8.67395698145447	2.20365269671538	1 184	Ribosome biogenesis protein	Grosmannia clavigera	Ophiostoma piceae	K14861	URB1; nucleolar pre-ribosomal-associated protein 1	ribosome biogenesis protein urb1	0	-		N	12	53	12	20	0	0	4	6
gene_2500	4.45918027020825	2.68795498499204	146	Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21)	Grosmannia clavigera	Ophiostoma piceae	K15152	MED21, SRB7; mediator of RNA polymerase II transcription subunit 21	rna polymerase ii transcription mediator	2	F:molecular_function; P:biological_process		N	22	12	18	4	0	0	0	3
gene_2504	14.3806386379092	2.07439219426314	974	Protein kinase domain containing protein	Grosmannia clavigera	Ophiostoma piceae			tkl protein kinase	2	P:phosphorylation; F:protein kinase activity	-	N	30	66	56	16	0	4	4	14
gene_2506	17.4560153078477	2.47439688226366	1 305	Snf2 family helicase	Grosmannia clavigera	Ophiostoma piceae	K15173	TTF2; transcription termination factor 2 [EC:3.6.4.-]	transcription termination factor 2	2	F:organic cyclic compound binding; 	-	N	52	63	62	24	0	0	4	20
gene_2515	2.31708358949024	2.24518961039895	159	TRAPP complex subunit	Grosmannia clavigera	Ophiostoma piceae			sybindin-like family protein	2	P:ER to Golgi vesicle-mediated transport; C:cis-Golgi network	-	N	14	6	7	2	0	0	0	1
gene_2545	8.4537911626284	2.17283376241847	403	MT-a70 family protein	Grosmannia clavigera	Ophiostoma piceae			mt-a70 family	4	P:nucleobase-containing compound metabolic process; F:nucleic acid binding; F:methyltransferase activity; P:methylation		N	28	40	16	12	0	2	4	2
gene_2550	6.54302220535491	3.05295474931704	418	Pol 2 transcription elongation factor subunit	Grosmannia clavigera	Ophiostoma piceae	K15175	CDC73; parafibromin	pol 2 transcription elongation factor subunit	2	F:translation elongation factor activity; P:translational elongation	-	N	16	35	16	14	0	0	0	4
gene_2589	23.2999622936992	2.37633800281814	455	von Willebrand factor	Grosmannia clavigera	Ophiostoma piceae			von willebrand factor	0	-		N	48	111	57	44	0	6	10	8
gene_2597	4.09798293795546	2.76050127232676	491	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	10	19	17	7	0	0	0	2
gene_2606	27.4622547025883	2.39930172086727	389	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			transcription factor bzip	4	P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; F:sequence-specific DNA binding transcription factor activity; F:protein dimerization activity		N	34	143	69	60	0	0	2	47
gene_2624	1.79409510411452	2.19792520102694	382	Aryl-alcohol dehydrogenase	Cladophialophora psammophila	Ophiostoma piceae	K00153	E1.1.1.306; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]	aryl-alcohol dehydrogenase	6	F:metal ion binding; P:oxidation-reduction process; F:oxidoreductase activity; F:zinc ion binding; F:nucleotide binding; F:aryl-alcohol dehydrogenase (NAD+) activity		N	4	8	16	0	0	0	0	0
gene_2627	4.50909348171201	2.53397573930732	798	Neutral/alkaline nonlysosomal ceramidase	Togninia minima	Ophiostoma piceae	K12349	ASAH2; neutral ceramidase [EC:3.5.1.23]	neutral ceramidase precursor	0	-		N	14	26	12	6	0	0	0	4
gene_2633	113.963415604997	2.145029863855	545	Reticulocyte binding protein 2 homolog A	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6050	0	-		N	204	560	380	153	4	16	34	128
gene_2688	8.58861975479139	2.17835486777765	120	Mitochondrial import inner membrane translocase subunit tim-9	Grosmannia clavigera	Ophiostoma piceae	K17777	TIM9; mitochondrial import inner membrane translocase subunit TIM9	mitochondrial import inner membrane translocase subunit tim-9	6	F:metal ion binding; C:mitochondrion; C:membrane; C:mitochondrial inner membrane; P:protein transport; P:transport		N	40	14	15	16	0	0	2	11
gene_2698	15.4543421664192	2.5452838447498	178	Helix-turn-helix-domain containing protein type	Grosmannia clavigera	Ophiostoma piceae			helix-turn-helix-domain containing protein type	4	F:hydrolase activity; F:molecular_function; P:biological_process; C:cellular_component		N	90	10	84	0	0	2	6	6
gene_2699	2.93709697063982	2.78119055496528	110	Stress responsive a b barrel domain containing protein	Grosmannia clavigera	Ophiostoma piceae			stress responsive a b barrel domain containing protein	0	-		N	4	11	5	12	0	0	0	0
gene_2710	1.93599768812967	2.28451276406303	429	Putative uncharacterized protein	Metarhizium robertsii	Ophiostoma piceae			f-box domain protein	3	C:membrane; P:magnesium ion transport; F:magnesium ion transmembrane transporter activity		N	1	4	8	8	0	0	0	0
gene_2719	7.16497587676165	2.04903313179611	486	Short chain dehydrogenase reductase	Grosmannia clavigera	Ophiostoma piceae			retinol dehydrogenase 13	1	P:metabolic process	-	N	8	20	28	18	0	0	0	14
gene_2768	224.667384465578	2.26248059815035	110	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		Y	671	965	825	175	18	24	95	107
gene_2809	5.30840936223515	3.53814313447254	637	Boron transporter 1	Podospora anserina	Ophiostoma piceae			bicarbonate transporter	2	C:membrane; P:metabolic process	-	N	8	14	43	8	0	0	0	0
gene_2821	12.1710183371044	2.16128157252141	131	Carbonate dehydratase	Pestalotiopsis fici	Ophiostoma piceae	K01673	cynT, can; carbonic anhydrase [EC:4.2.1.1]	carbonate dehydratase	2	F:zinc ion binding; F:carbonate dehydratase activity	EC:4.2.1.1	N	56	14	70	2	0	0	8	5
gene_2830	23.3548895939972	2.07421590447798	479	Pap2 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			pap2 domain-containing protein	3	P:metabolic process; C:membrane; F:catalytic activity		N	43	118	82	28	0	8	14	4
gene_2832	11.6117917856373	2.7342422209563	507	G2/mitotic-specific cyclin-B	Grosmannia clavigera	Ophiostoma piceae	K02220	CLB1_2; G2/mitotic-specific cyclin 1/2	g2 mitotic-specific cyclin-b	4	F:protein kinase binding; C:nucleus; P:regulation of cyclin-dependent protein kinase activity; P:cell division	-	N	23	47	43	23	0	0	4	5
gene_2838	2.57940583031951	2.62265201054847	208	Putative uncharacterized protein	 	Ophiostoma piceae				0	-		Y	8	4	0	12	0	0	0	0
gene_2843	2.40099334109253	2.06618476925842	239	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6153	0	-		N	14	4	0	6	0	0	0	2
gene_285	20.595321875555	2.07727171427798	781	Oleate activated transcription factor 3	Gaeumannomyces graminis	Ophiostoma piceae			c6 transcription	9	P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent		N	38	83	57	40	0	0	4	37
gene_2850	16.253917660234	2.65295771363616	304	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	47	78	53	20	0	0	0	24
gene_2855	22.8920911620533	3.04542960526161	197	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein NEUTE1DRAFT_106609	0	-		Y	54	139	84	24	0	2	2	18
gene_287	8.23425852053873	2.10542952964336	388	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_585	0	-		N	26	21	33	11	2	2	0	0
gene_2888	16.9912623235049	2.3548825249758	901	Flavin carrier protein 2 (FAD transporter 2) (TRP-like ion channel FLC2)	Colletotrichum orbiculare	Ophiostoma piceae			transient receptor potential domain containing protein	0	-		Y	45	48	90	17	0	10	0	12
gene_2892	8.53093557442904	2.69116221308993	1 301	Checkpoint serine/threonine-protein kinase bub1	Togninia minima	Ophiostoma piceae	K02178	BUB1; checkpoint serine/threonine-protein kinase [EC:2.7.11.1]	bub protein kinase	1	F:kinase activity	-	N	39	37	12	12	0	0	0	10
gene_2933	2.17093151271207	2.41734298325965	651	Probable feruloyl esterase B-2	Sordaria macrospora	Ophiostoma piceae			feruloyl esterase b	11	F:molecular_function; P:biological_process; C:cellular_component; P:pyrimidine nucleotide biosynthetic process; F:CTP synthase activity; C:mitochondrion; F:ATP binding; F:ligase activity; P:translation; F:carbon-nitrogen ligase activity, with glutamine as amido-N-donor; F:nucleotide binding		N	6	10	0	8	0	0	0	0
gene_2934	95.7756606454533	2.46043953028607	641	Glucoamylase	Aspergillus fumigatus	Ophiostoma piceae	K01178	E3.2.1.3; glucoamylase [EC:3.2.1.3]	glucan -alpha-	3	F:glucan 1,4-alpha-glucosidase activity; P:polysaccharide catabolic process; F:starch binding	EC:3.2.1.3	Y	248	104	364	224	0	11	24	105
gene_2993	18.3904341452161	2.45787555908374	663	Glycyl-tRNA synthetase	Grosmannia clavigera	Ophiostoma piceae	K01880	GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]	glycyl-trna synthetase 1	5	C:mitochondrion; P:mitochondrial glycyl-tRNA aminoacylation; F:ATP binding; P:DNA-dependent transcription, termination; F:glycine-tRNA ligase activity	EC:6.1.1.14	N	34	69	62	38	2	2	0	16
gene_2998	20.2102960768376	2.53473573720076	480	Aspartic-type endopeptidase	Grosmannia clavigera	Ophiostoma piceae	K06005	SAP; candidapepsin [EC:3.4.23.24]	aspartic-type endopeptidase	2	F:aspartic-type endopeptidase activity; P:proteolysis	EC:3.4.23.0	Y	30	76	57	52	0	0	13	2
gene_3018	19.7523460419749	2.0961494803675	737	Beta-glucanase	Grosmannia clavigera	Ophiostoma piceae			glycoside hydrolase family 81 protein	1	F:hydrolase activity	-	N	22	153	62	16	0	0	14	10
gene_3043	20.9522738444511	2.27494802320771	584	Siderochrome-iron transporter MirB	Pseudogymnoascus destructans	Ophiostoma piceae			siderochrome-iron transporter	2	C:integral to membrane; P:transmembrane transport	-	N	0	24	28	104	0	4	14	0
gene_3048	3.33732917893273	2.48955248944255	158	Putative uncharacterized protein	Beauveria bassiana	Ophiostoma piceae			hypothetical protein BBA_02187	0	-		N	20	20	2	2	0	0	0	2
gene_3083	1.9769225796218	2.30854877543076	1 179	Telomerase reverse transcriptase	Podospora anserina	Ophiostoma piceae	K11126	TERT, EST2; telomerase reverse transcriptase [EC:2.7.7.49]	telomerase reverse transcriptase	6	F:RNA binding; F:telomeric template RNA reverse transcriptase activity; P:RNA-dependent DNA replication; C:nucleus; F:RNA-directed DNA polymerase activity; F:DNA binding		N	2	16	6	4	0	0	0	0
gene_3090	15.5058424671948	2.2463191136129	566	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			developmental regulator	0	-		N	20	61	33	43	0	0	8	11
gene_3096	28.7881178944729	2.13298610294202	1 150	Sodium calcium exchanger protein	Podospora anserina	Ophiostoma piceae	K13754	SLC24A6, NCKX6; solute carrier family 24 (sodium/potassium/calcium exchanger), member 6	sodium calcium exchanger protein	5	C:integral to membrane; C:membrane; P:transmembrane transport; F:molecular_function; P:biological_process		N	91	62	58	64	4	4	4	23
gene_31	17.7988780645301	2.04494819450121	614	Histidine acid phosphatase	Grosmannia clavigera	Ophiostoma piceae			histidine acid phosphatase	1	F:acid phosphatase activity		Y	69	22	66	24	2	4	2	16
gene_3127	6.71711270889132	3.0897895373484	1 669	Proteoglycan-like protein/Periaxin	Caenorhabditis briggsae	Ophiostoma piceae			large exoprotein involved in heme utilization or adhesion	5	F:chitin binding; P:peptide cross-linking; P:chitin metabolic process; C:cytoplasm; C:extracellular region		Y	6	38	47	6	0	0	0	4
gene_3192	2.98353944420632	2.80055389905725	349	Putative uncharacterized protein	 	Sporothrix schenckii			hypothetical protein CMQ_2664	0	-		N	0	7	10	14	0	0	0	0
gene_3251	6.38217922658776	2.38555345405615	55	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			secreted protein	0	-		Y	20	28	17	10	0	1	2	2
gene_3298	23.0085338762245	2.12090484200349	433	Transcription factor	Grosmannia clavigera	Ophiostoma piceae			transcription factor	5	P:DNA repair; F:DNA-directed DNA polymerase activity; F:damaged DNA binding; F:zinc ion binding; C:intracellular		N	67	82	67	33	0	4	8	24
gene_33	3.27976672651971	2.11718185950737	545	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6511	3	F:molecular_function; P:biological_process; C:cellular_component		Y	24	8	8	0	0	2	0	0
gene_3301	5.0233498066727	3.46554349955651	135	Putative uncharacterized protein	 				---NA---	0	-		N	2	46	13	11	0	0	0	0
gene_3319	7.92007764961932	2.19913969045921	635	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_5132	2	F:molecular_function; C:cellular_component		N	15	25	35	14	2	0	0	2
gene_3356	1.79535711782377	2.19871862947012	298	Putative uncharacterized protein	Togninia minima	Sporothrix schenckii			six-bladed beta-propeller -like protein	0	-		N	10	10	2	2	0	0	0	0
gene_3358	1.65709231504534	2.10908791947854	334	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_5251	0	-		N	0	7	20	0	0	0	0	0
gene_3361	2.70533812944845	2.21785612675052	74	Putative uncharacterized protein	 				---NA---	0	-		N	8	16	7	4	0	0	0	2
